sentence_id,sentence,obj1_shape,obj1_colour,obj1_size,relation,obj2_shape,obj2_colour,obj2_size,template_id
1009,a large rectangle is next to a small cylinder,rectangle,purple,large,next to,cylinder,orange,small,5
1010,there is a medium grey cube to the left of a large purple oval,cube,grey,medium,to the left of,oval,purple,large,2
1011,one large red sphere is next to one medium red hexagon,sphere,red,large,next to,hexagon,red,medium,3
1012,a medium rectangle is to the right of a medium cube,rectangle,blue,medium,to the right of,cube,blue,medium,5
1013,one small red oval is to the left of one large green cube,oval,red,small,to the left of,cube,green,large,3
1014,a small orange hexagon is below a medium yellow pentagon,hexagon,orange,small,below,pentagon,yellow,medium,1
1015,a large purple sphere is positioned next to a medium red oval,sphere,purple,large,next to,oval,red,medium,6
1016,one medium brown hexagon is to the right of one large purple square,hexagon,brown,medium,to the right of,square,purple,large,3
1017,a green rectangle is below an orange cylinder,rectangle,green,large,below,cylinder,orange,medium,4
1018,one medium grey pentagon is next to one small pink circle,pentagon,grey,medium,next to,circle,pink,small,3
1019,one small grey rectangle is next to one small red pentagon,rectangle,grey,small,next to,pentagon,red,small,3
1020,a large pink triangle is positioned below a medium pink triangle,triangle,pink,large,below,triangle,pink,medium,6
1021,a medium grey oval is positioned below a large pink sphere,oval,grey,medium,below,sphere,pink,large,6
1022,a small rectangle is inside a large pentagon,rectangle,brown,small,inside,pentagon,grey,large,5
1023,a pink triangle is below a pink cylinder,triangle,pink,large,below,cylinder,pink,medium,4
1024,a small sphere is to the right of a medium hexagon,sphere,red,small,to the right of,hexagon,purple,medium,5
1025,a medium hexagon is next to a medium pentagon,hexagon,blue,medium,next to,pentagon,grey,medium,5
1026,a purple sphere is above a brown triangle,sphere,purple,large,above,triangle,brown,medium,4
1027,a small square is to the left of a medium cube,square,brown,small,to the left of,cube,red,medium,5
1028,a large pentagon is below a medium square,pentagon,blue,large,below,square,red,medium,5
1029,a pink cylinder is inside a yellow circle,cylinder,pink,large,inside,circle,yellow,medium,4
1030,one medium purple hexagon is above one large purple cylinder,hexagon,purple,medium,above,cylinder,purple,large,3
1031,there is a large pink sphere below a small pink cube,sphere,pink,large,below,cube,pink,small,2
1032,a medium square is to the right of a small rectangle,square,red,medium,to the right of,rectangle,yellow,small,5
1033,one medium blue rectangle is below one large red hexagon,rectangle,blue,medium,below,hexagon,red,large,3
1034,a small grey rectangle is positioned next to a large blue circle,rectangle,grey,small,next to,circle,blue,large,6
1035,one small pink pentagon is to the right of one large purple circle,pentagon,pink,small,to the right of,circle,purple,large,3
1036,one medium brown pentagon is inside one large pink cube,pentagon,brown,medium,inside,cube,pink,large,3
1037,there is a small pink oval to the right of a small brown sphere,oval,pink,small,to the right of,sphere,brown,small,2
1038,one small brown cube is to the left of one large grey triangle,cube,brown,small,to the left of,triangle,grey,large,3
1039,a large green circle is positioned inside a medium grey hexagon,circle,green,large,inside,hexagon,grey,medium,6
1040,one small grey cylinder is below one medium green sphere,cylinder,grey,small,below,sphere,green,medium,3
1041,there is a medium yellow sphere to the right of a small purple pentagon,sphere,yellow,medium,to the right of,pentagon,purple,small,2
1042,a medium pentagon is next to a medium oval,pentagon,grey,medium,next to,oval,blue,medium,5
1043,a small red rectangle is next to a medium purple rectangle,rectangle,red,small,next to,rectangle,purple,medium,1
1044,a medium green cube is positioned to the left of a small orange oval,cube,green,medium,to the left of,oval,orange,small,6
1045,a large rectangle is below a large cube,rectangle,pink,large,below,cube,grey,large,5
1046,a red rectangle is to the right of a red pentagon,rectangle,red,large,to the right of,pentagon,red,small,4
1047,there is a small red circle below a small blue circle,circle,red,small,below,circle,blue,small,2
1048,there is a medium grey sphere below a large red sphere,sphere,grey,medium,below,sphere,red,large,2
1049,a medium pink sphere is above a small brown cylinder,sphere,pink,medium,above,cylinder,brown,small,1
1050,there is a large yellow rectangle to the left of a large grey cylinder,rectangle,yellow,large,to the left of,cylinder,grey,large,2
1051,a small rectangle is next to a small hexagon,rectangle,red,small,next to,hexagon,yellow,small,5
1052,a green square is to the left of a red circle,square,green,medium,to the left of,circle,red,large,4
1053,a small red hexagon is positioned next to a small brown cylinder,hexagon,red,small,next to,cylinder,brown,small,6
1054,there is a medium red triangle to the right of a small yellow oval,triangle,red,medium,to the right of,oval,yellow,small,2
1055,a large square is above a medium pentagon,square,pink,large,above,pentagon,brown,medium,5
1056,a large orange circle is next to a small grey rectangle,circle,orange,large,next to,rectangle,grey,small,1
1057,a large green pentagon is positioned inside a small grey hexagon,pentagon,green,large,inside,hexagon,grey,small,6
1058,a blue oval is below a green circle,oval,blue,large,below,circle,green,small,4
1059,an orange rectangle is to the left of a red pentagon,rectangle,orange,small,to the left of,pentagon,red,medium,4
1060,one medium blue cube is inside one large green triangle,cube,blue,medium,inside,triangle,green,large,3
1061,there is a large yellow circle below a small orange cube,circle,yellow,large,below,cube,orange,small,2
1062,a pink pentagon is above a blue oval,pentagon,pink,medium,above,oval,blue,small,4
1063,one large green circle is to the left of one small purple triangle,circle,green,large,to the left of,triangle,purple,small,3
1064,a large green hexagon is positioned below a large red triangle,hexagon,green,large,below,triangle,red,large,6
1065,one medium blue pentagon is to the left of one large pink hexagon,pentagon,blue,medium,to the left of,hexagon,pink,large,3
1066,a medium hexagon is to the left of a small pentagon,hexagon,purple,medium,to the left of,pentagon,yellow,small,5
1067,one large purple pentagon is inside one large blue rectangle,pentagon,purple,large,inside,rectangle,blue,large,3
1068,there is a large blue pentagon to the right of a small red rectangle,pentagon,blue,large,to the right of,rectangle,red,small,2
1069,one small brown oval is to the right of one large orange triangle,oval,brown,small,to the right of,triangle,orange,large,3
1070,a large blue triangle is next to a medium pink cube,triangle,blue,large,next to,cube,pink,medium,1
1071,one small red sphere is below one large grey circle,sphere,red,small,below,circle,grey,large,3
1072,one large orange square is above one large green sphere,square,orange,large,above,sphere,green,large,3
1073,a large pink cube is below a large yellow triangle,cube,pink,large,below,triangle,yellow,large,1
1074,a small rectangle is above a small sphere,rectangle,pink,small,above,sphere,red,small,5
1075,a small brown circle is positioned above a large red sphere,circle,brown,small,above,sphere,red,large,6
1076,a medium red pentagon is positioned above a large yellow cube,pentagon,red,medium,above,cube,yellow,large,6
1077,a blue cube is above a purple pentagon,cube,blue,medium,above,pentagon,purple,small,4
1078,a green hexagon is to the right of a grey circle,hexagon,green,large,to the right of,circle,grey,medium,4
1079,a small pink rectangle is above a large brown sphere,rectangle,pink,small,above,sphere,brown,large,1
1080,one large green oval is below one medium blue cube,oval,green,large,below,cube,blue,medium,3
1081,a green triangle is inside a yellow square,triangle,green,large,inside,square,yellow,large,4
1082,a medium yellow oval is above a large grey cube,oval,yellow,medium,above,cube,grey,large,1
1083,a medium cylinder is inside a small hexagon,cylinder,purple,medium,inside,hexagon,yellow,small,5
1084,there is a medium yellow cube inside a large grey circle,cube,yellow,medium,inside,circle,grey,large,2
1085,a large cylinder is below a medium circle,cylinder,pink,large,below,circle,brown,medium,5
1086,one small orange rectangle is to the left of one large grey square,rectangle,orange,small,to the left of,square,grey,large,3
1087,there is a small yellow oval below a small pink circle,oval,yellow,small,below,circle,pink,small,2
1088,a medium purple pentagon is positioned to the left of a large red sphere,pentagon,purple,medium,to the left of,sphere,red,large,6
1089,there is a large red cylinder inside a medium red hexagon,cylinder,red,large,inside,hexagon,red,medium,2
1090,a medium pink triangle is next to a small yellow cylinder,triangle,pink,medium,next to,cylinder,yellow,small,1
1091,one small red hexagon is to the left of one large grey sphere,hexagon,red,small,to the left of,sphere,grey,large,3
1092,a large purple cube is to the left of a medium purple sphere,cube,purple,large,to the left of,sphere,purple,medium,1
1093,one large brown oval is to the left of one small brown hexagon,oval,brown,large,to the left of,hexagon,brown,small,3
1094,a medium sphere is above a large triangle,sphere,brown,medium,above,triangle,grey,large,5
1095,a medium brown square is positioned to the left of a large red triangle,square,brown,medium,to the left of,triangle,red,large,6
1096,a medium oval is to the left of a small pentagon,oval,pink,medium,to the left of,pentagon,pink,small,5
1097,a large grey sphere is positioned to the left of a medium pink hexagon,sphere,grey,large,to the left of,hexagon,pink,medium,6
1098,a blue pentagon is inside a yellow oval,pentagon,blue,small,inside,oval,yellow,large,4
1099,one large brown circle is next to one medium grey hexagon,circle,brown,large,next to,hexagon,grey,medium,3
1100,a small green triangle is positioned to the left of a small orange pentagon,triangle,green,small,to the left of,pentagon,orange,small,6
1101,a small blue pentagon is to the right of a large grey hexagon,pentagon,blue,small,to the right of,hexagon,grey,large,1
1102,one medium red triangle is above one medium grey triangle,triangle,red,medium,above,triangle,grey,medium,3
1103,a yellow circle is below a brown triangle,circle,yellow,large,below,triangle,brown,large,4
1104,a small orange square is above a small red cube,square,orange,small,above,cube,red,small,1
1105,a medium oval is inside a large cube,oval,red,medium,inside,cube,grey,large,5
1106,a large red sphere is positioned inside a large brown pentagon,sphere,red,large,inside,pentagon,brown,large,6
1107,there is a small brown sphere inside a large blue rectangle,sphere,brown,small,inside,rectangle,blue,large,2
1108,a red square is next to a red hexagon,square,red,small,next to,hexagon,red,medium,4
1109,a large red sphere is positioned above a large green pentagon,sphere,red,large,above,pentagon,green,large,6
1110,a large blue cube is positioned to the left of a small red oval,cube,blue,large,to the left of,oval,red,small,6
1111,a large yellow oval is above a medium purple pentagon,oval,yellow,large,above,pentagon,purple,medium,1
1112,a grey sphere is to the right of a brown cylinder,sphere,grey,medium,to the right of,cylinder,brown,large,4
1113,one large yellow square is to the right of one large grey cylinder,square,yellow,large,to the right of,cylinder,grey,large,3
1114,a medium sphere is inside a medium hexagon,sphere,grey,medium,inside,hexagon,pink,medium,5
1115,a medium grey cube is positioned to the right of a medium yellow triangle,cube,grey,medium,to the right of,triangle,yellow,medium,6
1116,a small purple pentagon is inside a small green square,pentagon,purple,small,inside,square,green,small,1
1117,a small brown cube is positioned above a large purple pentagon,cube,brown,small,above,pentagon,purple,large,6
1118,a small circle is to the left of a large cylinder,circle,yellow,small,to the left of,cylinder,green,large,5
1119,a brown triangle is next to a red rectangle,triangle,brown,small,next to,rectangle,red,medium,4
1120,there is a small grey square next to a large brown circle,square,grey,small,next to,circle,brown,large,2
1121,a medium orange square is inside a large purple cylinder,square,orange,medium,inside,cylinder,purple,large,1
1122,a large circle is below a large oval,circle,grey,large,below,oval,red,large,5
1123,a medium grey pentagon is next to a medium yellow hexagon,pentagon,grey,medium,next to,hexagon,yellow,medium,1
1124,a small oval is to the left of a medium triangle,oval,yellow,small,to the left of,triangle,grey,medium,5
1125,a medium green square is inside a small grey cube,square,green,medium,inside,cube,grey,small,1
1126,a grey hexagon is to the right of a green hexagon,hexagon,grey,small,to the right of,hexagon,green,small,4
1127,there is a large orange rectangle above a large purple rectangle,rectangle,orange,large,above,rectangle,purple,large,2
1128,a medium blue pentagon is inside a medium orange square,pentagon,blue,medium,inside,square,orange,medium,1
1129,one small brown pentagon is to the right of one small orange cube,pentagon,brown,small,to the right of,cube,orange,small,3
1130,a small pink circle is inside a medium yellow oval,circle,pink,small,inside,oval,yellow,medium,1
1131,a small circle is inside a small sphere,circle,green,small,inside,sphere,green,small,5
1132,a small square is to the left of a small sphere,square,blue,small,to the left of,sphere,blue,small,5
1133,a small red sphere is to the right of a large grey oval,sphere,red,small,to the right of,oval,grey,large,1
1134,a large orange rectangle is positioned inside a small grey rectangle,rectangle,orange,large,inside,rectangle,grey,small,6
1135,a large yellow triangle is inside a small orange triangle,triangle,yellow,large,inside,triangle,orange,small,1
1136,a medium rectangle is to the left of a small cylinder,rectangle,brown,medium,to the left of,cylinder,orange,small,5
1137,a small pink circle is to the left of a large orange hexagon,circle,pink,small,to the left of,hexagon,orange,large,1
1138,a medium brown cylinder is positioned to the left of a large pink sphere,cylinder,brown,medium,to the left of,sphere,pink,large,6
1139,there is a small orange pentagon to the right of a small brown oval,pentagon,orange,small,to the right of,oval,brown,small,2
1140,there is a medium brown square to the left of a medium green triangle,square,brown,medium,to the left of,triangle,green,medium,2
1141,a medium pentagon is next to a large sphere,pentagon,blue,medium,next to,sphere,pink,large,5
1142,there is a large purple cube inside a large blue oval,cube,purple,large,inside,oval,blue,large,2
1143,a green hexagon is next to an orange cylinder,hexagon,green,large,next to,cylinder,orange,medium,4
1144,a yellow cylinder is above a grey hexagon,cylinder,yellow,small,above,hexagon,grey,small,4
1145,there is a large green rectangle to the right of a large blue square,rectangle,green,large,to the right of,square,blue,large,2
1146,a small cube is next to a small rectangle,cube,blue,small,next to,rectangle,blue,small,5
1147,a yellow cylinder is above a pink triangle,cylinder,yellow,small,above,triangle,pink,large,4
1148,a yellow cube is below a grey cube,cube,yellow,medium,below,cube,grey,large,4
1149,a medium sphere is inside a large hexagon,sphere,grey,medium,inside,hexagon,blue,large,5
1150,an orange triangle is above a brown square,triangle,orange,medium,above,square,brown,large,4
1151,one large orange cube is inside one medium brown pentagon,cube,orange,large,inside,pentagon,brown,medium,3
1152,a large red hexagon is inside a large blue pentagon,hexagon,red,large,inside,pentagon,blue,large,1
1153,a red sphere is to the left of a green oval,sphere,red,small,to the left of,oval,green,large,4
1154,a medium pentagon is below a large rectangle,pentagon,orange,medium,below,rectangle,purple,large,5
1155,one medium purple cylinder is inside one small brown triangle,cylinder,purple,medium,inside,triangle,brown,small,3
1156,a medium pentagon is next to a large hexagon,pentagon,brown,medium,next to,hexagon,red,large,5
1157,a small rectangle is below a large pentagon,rectangle,pink,small,below,pentagon,brown,large,5
1158,a large pink triangle is next to a large yellow square,triangle,pink,large,next to,square,yellow,large,1
1159,a large pink oval is positioned to the right of a small purple sphere,oval,pink,large,to the right of,sphere,purple,small,6
1160,one medium grey sphere is below one large orange cylinder,sphere,grey,medium,below,cylinder,orange,large,3
1161,a grey circle is next to a pink triangle,circle,grey,large,next to,triangle,pink,large,4
1162,a medium grey oval is positioned below a medium yellow pentagon,oval,grey,medium,below,pentagon,yellow,medium,6
1163,a small yellow circle is positioned to the left of a large red sphere,circle,yellow,small,to the left of,sphere,red,large,6
1164,a small red circle is above a small orange cube,circle,red,small,above,cube,orange,small,1
1165,a small cylinder is inside a small cube,cylinder,brown,small,inside,cube,red,small,5
1166,a green cylinder is inside a pink oval,cylinder,green,medium,inside,oval,pink,large,4
1167,one large purple pentagon is below one small yellow pentagon,pentagon,purple,large,below,pentagon,yellow,small,3
1168,a small pink pentagon is to the right of a large red circle,pentagon,pink,small,to the right of,circle,red,large,1
1169,a medium red square is positioned to the left of a medium orange triangle,square,red,medium,to the left of,triangle,orange,medium,6
1170,a large grey sphere is to the left of a small pink hexagon,sphere,grey,large,to the left of,hexagon,pink,small,1
1171,there is a medium green rectangle to the left of a small orange circle,rectangle,green,medium,to the left of,circle,orange,small,2
1172,there is a large yellow cube below a large blue cube,cube,yellow,large,below,cube,blue,large,2
1173,a purple oval is above a purple oval,oval,purple,small,above,oval,purple,medium,4
1174,a brown pentagon is to the left of a brown sphere,pentagon,brown,large,to the left of,sphere,brown,small,4
1175,a small purple triangle is next to a large green hexagon,triangle,purple,small,next to,hexagon,green,large,1
1176,there is a medium pink cylinder to the left of a medium pink rectangle,cylinder,pink,medium,to the left of,rectangle,pink,medium,2
1177,a medium yellow rectangle is positioned inside a large blue cylinder,rectangle,yellow,medium,inside,cylinder,blue,large,6
1178,a green circle is to the left of an orange cylinder,circle,green,small,to the left of,cylinder,orange,small,4
1179,a yellow sphere is next to a green oval,sphere,yellow,large,next to,oval,green,small,4
1180,a medium pink triangle is inside a small grey rectangle,triangle,pink,medium,inside,rectangle,grey,small,1
1181,a grey oval is below a grey cylinder,oval,grey,large,below,cylinder,grey,large,4
1182,a yellow rectangle is to the left of an orange cube,rectangle,yellow,small,to the left of,cube,orange,large,4
1183,one small orange square is below one small orange hexagon,square,orange,small,below,hexagon,orange,small,3
1184,a large blue square is next to a medium red oval,square,blue,large,next to,oval,red,medium,1
1185,a medium grey sphere is positioned above a small orange circle,sphere,grey,medium,above,circle,orange,small,6
1186,a blue cylinder is above a purple sphere,cylinder,blue,small,above,sphere,purple,large,4
1187,there is a large red circle next to a small blue rectangle,circle,red,large,next to,rectangle,blue,small,2
1188,a yellow square is inside a purple pentagon,square,yellow,medium,inside,pentagon,purple,small,4
1189,one large brown rectangle is to the left of one small purple rectangle,rectangle,brown,large,to the left of,rectangle,purple,small,3
1190,a large red triangle is positioned above a small grey circle,triangle,red,large,above,circle,grey,small,6
1191,a large cylinder is next to a small sphere,cylinder,red,large,next to,sphere,yellow,small,5
1192,there is a small yellow hexagon to the left of a large brown cube,hexagon,yellow,small,to the left of,cube,brown,large,2
1193,a medium rectangle is to the right of a large hexagon,rectangle,red,medium,to the right of,hexagon,brown,large,5
1194,a large grey hexagon is positioned next to a small red cube,hexagon,grey,large,next to,cube,red,small,6
1195,there is a medium blue pentagon to the right of a medium grey pentagon,pentagon,blue,medium,to the right of,pentagon,grey,medium,2
1196,one small red circle is below one large pink hexagon,circle,red,small,below,hexagon,pink,large,3
1197,there is a small purple pentagon above a medium yellow sphere,pentagon,purple,small,above,sphere,yellow,medium,2
1198,a medium hexagon is inside a small square,hexagon,blue,medium,inside,square,yellow,small,5
1199,there is a large purple cube to the left of a small yellow rectangle,cube,purple,large,to the left of,rectangle,yellow,small,2
1200,a pink cube is below a red cylinder,cube,pink,medium,below,cylinder,red,large,4
1201,a small brown pentagon is positioned next to a large green cube,pentagon,brown,small,next to,cube,green,large,6
1202,one medium red oval is above one medium purple triangle,oval,red,medium,above,triangle,purple,medium,3
1203,one large purple rectangle is below one medium purple pentagon,rectangle,purple,large,below,pentagon,purple,medium,3
1204,a large green cube is positioned to the right of a small brown square,cube,green,large,to the right of,square,brown,small,6
1205,a large orange triangle is positioned next to a large green square,triangle,orange,large,next to,square,green,large,6
1206,a brown triangle is to the right of a pink hexagon,triangle,brown,large,to the right of,hexagon,pink,large,4
1207,a medium red sphere is to the left of a medium yellow pentagon,sphere,red,medium,to the left of,pentagon,yellow,medium,1
1208,a green pentagon is above a grey cylinder,pentagon,green,large,above,cylinder,grey,medium,4
1209,a small red sphere is positioned to the right of a large green hexagon,sphere,red,small,to the right of,hexagon,green,large,6
1210,one small brown sphere is next to one medium brown square,sphere,brown,small,next to,square,brown,medium,3
1211,a red circle is inside an orange cylinder,circle,red,medium,inside,cylinder,orange,large,4
1212,an orange pentagon is below a red pentagon,pentagon,orange,large,below,pentagon,red,medium,4
1213,a purple circle is below a blue pentagon,circle,purple,large,below,pentagon,blue,medium,4
1214,there is a medium purple cylinder to the right of a large pink circle,cylinder,purple,medium,to the right of,circle,pink,large,2
1215,one large red circle is to the left of one small brown triangle,circle,red,large,to the left of,triangle,brown,small,3
1216,one large brown square is to the right of one small pink square,square,brown,large,to the right of,square,pink,small,3
1217,there is a small green square next to a small grey rectangle,square,green,small,next to,rectangle,grey,small,2
1218,one medium orange sphere is inside one medium grey circle,sphere,orange,medium,inside,circle,grey,medium,3
1219,a medium purple hexagon is next to a medium grey square,hexagon,purple,medium,next to,square,grey,medium,1
1220,there is a large yellow cube to the right of a small green square,cube,yellow,large,to the right of,square,green,small,2
1221,a medium yellow oval is above a medium brown oval,oval,yellow,medium,above,oval,brown,medium,1
1222,a medium green sphere is below a medium purple square,sphere,green,medium,below,square,purple,medium,1
1223,one medium red sphere is to the right of one large yellow pentagon,sphere,red,medium,to the right of,pentagon,yellow,large,3
1224,a small blue square is next to a large pink pentagon,square,blue,small,next to,pentagon,pink,large,1
1225,a medium pentagon is inside a medium square,pentagon,orange,medium,inside,square,blue,medium,5
1226,a large brown hexagon is to the left of a large green square,hexagon,brown,large,to the left of,square,green,large,1
1227,a yellow cylinder is to the right of a pink pentagon,cylinder,yellow,small,to the right of,pentagon,pink,large,4
1228,a small square is to the left of a large pentagon,square,grey,small,to the left of,pentagon,purple,large,5
1229,one medium blue square is next to one small red triangle,square,blue,medium,next to,triangle,red,small,3
1230,one medium red sphere is above one large green square,sphere,red,medium,above,square,green,large,3
1231,a medium red hexagon is inside a large brown triangle,hexagon,red,medium,inside,triangle,brown,large,1
1232,a large pentagon is next to a large pentagon,pentagon,pink,large,next to,pentagon,orange,large,5
1233,one medium brown square is below one small pink sphere,square,brown,medium,below,sphere,pink,small,3
1234,one small grey rectangle is below one small purple square,rectangle,grey,small,below,square,purple,small,3
1235,there is a small purple square above a small grey triangle,square,purple,small,above,triangle,grey,small,2
1236,a blue sphere is next to a brown cube,sphere,blue,medium,next to,cube,brown,small,4
1237,a medium square is next to a small square,square,purple,medium,next to,square,purple,small,5
1238,a small purple square is positioned above a small green square,square,purple,small,above,square,green,small,6
1239,a medium pentagon is inside a medium cube,pentagon,purple,medium,inside,cube,orange,medium,5
1240,one large red cylinder is to the left of one large brown hexagon,cylinder,red,large,to the left of,hexagon,brown,large,3
1241,a large cube is above a large circle,cube,blue,large,above,circle,brown,large,5
1242,a small brown square is positioned to the left of a small orange circle,square,brown,small,to the left of,circle,orange,small,6
1243,a large red hexagon is positioned to the right of a medium orange cube,hexagon,red,large,to the right of,cube,orange,medium,6
1244,a medium red cube is to the left of a medium purple pentagon,cube,red,medium,to the left of,pentagon,purple,medium,1
1245,one large orange circle is to the right of one small purple triangle,circle,orange,large,to the right of,triangle,purple,small,3
1246,a medium brown cube is positioned below a medium pink hexagon,cube,brown,medium,below,hexagon,pink,medium,6
1247,a medium pentagon is next to a small oval,pentagon,grey,medium,next to,oval,grey,small,5
1248,there is a large brown sphere below a medium grey sphere,sphere,brown,large,below,sphere,grey,medium,2
1249,there is a small yellow sphere to the right of a large orange sphere,sphere,yellow,small,to the right of,sphere,orange,large,2
1250,a pink hexagon is to the left of a purple hexagon,hexagon,pink,small,to the left of,hexagon,purple,large,4
1251,one small brown circle is to the right of one small pink pentagon,circle,brown,small,to the right of,pentagon,pink,small,3
1252,a small orange oval is positioned below a large pink rectangle,oval,orange,small,below,rectangle,pink,large,6
1253,a medium cube is inside a small hexagon,cube,yellow,medium,inside,hexagon,grey,small,5
1254,a brown cylinder is inside a red square,cylinder,brown,large,inside,square,red,small,4
1255,a large green rectangle is inside a medium green cylinder,rectangle,green,large,inside,cylinder,green,medium,1
1256,a large cube is to the left of a medium rectangle,cube,grey,large,to the left of,rectangle,purple,medium,5
1257,a medium cube is to the right of a medium hexagon,cube,pink,medium,to the right of,hexagon,grey,medium,5
1258,a small brown cube is positioned to the left of a small purple pentagon,cube,brown,small,to the left of,pentagon,purple,small,6
1259,a large hexagon is next to a medium oval,hexagon,blue,large,next to,oval,purple,medium,5
1260,there is a medium blue cube below a medium yellow sphere,cube,blue,medium,below,sphere,yellow,medium,2
1261,there is a large purple cube to the right of a large blue circle,cube,purple,large,to the right of,circle,blue,large,2
1262,a large pentagon is to the left of a large pentagon,pentagon,yellow,large,to the left of,pentagon,orange,large,5
1263,one small pink cylinder is to the left of one small brown sphere,cylinder,pink,small,to the left of,sphere,brown,small,3
1264,one medium blue rectangle is to the right of one large yellow sphere,rectangle,blue,medium,to the right of,sphere,yellow,large,3
1265,an orange cube is to the right of a yellow cube,cube,orange,small,to the right of,cube,yellow,large,4
1266,there is a medium grey pentagon next to a small green triangle,pentagon,grey,medium,next to,triangle,green,small,2
1267,a large cylinder is above a medium cylinder,cylinder,green,large,above,cylinder,yellow,medium,5
1268,a green oval is below a blue cube,oval,green,small,below,cube,blue,medium,4
1269,a small green sphere is inside a small red cylinder,sphere,green,small,inside,cylinder,red,small,1
1270,a large pink pentagon is inside a large orange rectangle,pentagon,pink,large,inside,rectangle,orange,large,1
1271,there is a medium yellow cylinder above a large red oval,cylinder,yellow,medium,above,oval,red,large,2
1272,there is a small red cube to the left of a small orange sphere,cube,red,small,to the left of,sphere,orange,small,2
1273,a large orange circle is positioned to the left of a large purple rectangle,circle,orange,large,to the left of,rectangle,purple,large,6
1274,a large grey sphere is positioned next to a small red sphere,sphere,grey,large,next to,sphere,red,small,6
1275,a medium purple pentagon is to the left of a medium blue circle,pentagon,purple,medium,to the left of,circle,blue,medium,1
1276,a green rectangle is next to a pink hexagon,rectangle,green,small,next to,hexagon,pink,large,4
1277,there is a small brown square inside a small brown triangle,square,brown,small,inside,triangle,brown,small,2
1278,a large blue triangle is next to a small pink oval,triangle,blue,large,next to,oval,pink,small,1
1279,a green cube is below a yellow cube,cube,green,small,below,cube,yellow,medium,4
1280,one small blue cube is inside one small red square,cube,blue,small,inside,square,red,small,3
1281,one large yellow hexagon is next to one small pink cylinder,hexagon,yellow,large,next to,cylinder,pink,small,3
1282,one medium purple hexagon is next to one small purple cylinder,hexagon,purple,medium,next to,cylinder,purple,small,3
1283,a small green hexagon is to the left of a small blue circle,hexagon,green,small,to the left of,circle,blue,small,1
1284,a large green pentagon is above a medium pink pentagon,pentagon,green,large,above,pentagon,pink,medium,1
1285,there is a large yellow triangle to the right of a medium brown sphere,triangle,yellow,large,to the right of,sphere,brown,medium,2
1286,a medium sphere is to the left of a small rectangle,sphere,orange,medium,to the left of,rectangle,grey,small,5
1287,one small pink hexagon is above one medium brown oval,hexagon,pink,small,above,oval,brown,medium,3
1288,a red pentagon is to the right of a brown cube,pentagon,red,large,to the right of,cube,brown,small,4
1289,a large pentagon is to the right of a large circle,pentagon,purple,large,to the right of,circle,orange,large,5
1290,a yellow oval is to the left of a yellow cylinder,oval,yellow,medium,to the left of,cylinder,yellow,small,4
1291,a medium oval is inside a small circle,oval,red,medium,inside,circle,orange,small,5
1292,there is a large grey cube above a large red cube,cube,grey,large,above,cube,red,large,2
1293,a large orange cylinder is positioned to the right of a medium red square,cylinder,orange,large,to the right of,square,red,medium,6
1294,a large grey oval is to the right of a small grey hexagon,oval,grey,large,to the right of,hexagon,grey,small,1
1295,a large brown sphere is below a small purple square,sphere,brown,large,below,square,purple,small,1
1296,one large pink cylinder is below one medium red oval,cylinder,pink,large,below,oval,red,medium,3
1297,there is a medium blue square below a small purple hexagon,square,blue,medium,below,hexagon,purple,small,2
1298,a medium green hexagon is next to a medium grey rectangle,hexagon,green,medium,next to,rectangle,grey,medium,1
1299,a medium hexagon is below a small hexagon,hexagon,brown,medium,below,hexagon,purple,small,5
1300,a small brown circle is to the right of a small red hexagon,circle,brown,small,to the right of,hexagon,red,small,1
1301,a medium pentagon is to the right of a small pentagon,pentagon,grey,medium,to the right of,pentagon,yellow,small,5
1302,a small grey cube is positioned inside a medium purple triangle,cube,grey,small,inside,triangle,purple,medium,6
1303,a medium orange circle is below a medium purple sphere,circle,orange,medium,below,sphere,purple,medium,1
1304,a large red circle is positioned above a medium orange triangle,circle,red,large,above,triangle,orange,medium,6
1305,one large purple cylinder is above one small orange cylinder,cylinder,purple,large,above,cylinder,orange,small,3
1306,a medium red pentagon is positioned to the left of a medium brown square,pentagon,red,medium,to the left of,square,brown,medium,6
1307,a blue triangle is to the left of a red square,triangle,blue,medium,to the left of,square,red,medium,4
1308,there is a small orange cube to the left of a small orange triangle,cube,orange,small,to the left of,triangle,orange,small,2
1309,a large cube is next to a small cylinder,cube,pink,large,next to,cylinder,orange,small,5
1310,a large triangle is to the left of a large cube,triangle,grey,large,to the left of,cube,brown,large,5
1311,a large blue sphere is positioned inside a large blue triangle,sphere,blue,large,inside,triangle,blue,large,6
1312,one large yellow triangle is below one medium blue cube,triangle,yellow,large,below,cube,blue,medium,3
1313,there is a medium red triangle above a small grey hexagon,triangle,red,medium,above,hexagon,grey,small,2
1314,a large brown oval is to the right of a large blue square,oval,brown,large,to the right of,square,blue,large,1
1315,a small square is below a medium hexagon,square,grey,small,below,hexagon,yellow,medium,5
1316,a large yellow pentagon is above a medium green rectangle,pentagon,yellow,large,above,rectangle,green,medium,1
1317,a medium oval is to the right of a large pentagon,oval,blue,medium,to the right of,pentagon,blue,large,5
1318,a medium pink oval is positioned below a small pink oval,oval,pink,medium,below,oval,pink,small,6
1319,there is a small purple hexagon inside a large red cube,hexagon,purple,small,inside,cube,red,large,2
