sentence_id,sentence,number,num_digits,colour,size,template_id
1831,a small orange number 89,89,2,orange,small,5
1832,a large 99 in pink colour,99,2,pink,large,4
1833,the number 29 in blue colour and small size,29,2,blue,small,2
1834,a small green 458,458,3,green,small,1
1835,a large yellow number 401,401,3,yellow,large,5
1836,a small pink 5,5,1,pink,small,1
1837,a medium pink 99,99,2,pink,medium,1
1838,the number 7 in blue colour and medium size,7,1,blue,medium,2
1839,a large yellow 5,5,1,yellow,large,1
1840,a small 28 in green colour,28,2,green,small,4
1841,a medium 36 in green colour,36,2,green,medium,4
1842,a large blue 714,714,3,blue,large,1
1843,a medium green 7,7,1,green,medium,1
1844,a large green number 6,6,1,green,large,5
1845,a small grey 62,62,2,grey,small,1
1846,a small red number 782,782,3,red,small,5
1847,a small orange 5,5,1,orange,small,1
1848,a large 34 in brown colour,34,2,brown,large,4
1849,a small green 378,378,3,green,small,1
1850,a large 983 in brown colour,983,3,brown,large,4
1851,a medium 6 in red colour,6,1,red,medium,4
1852,a medium 96 in grey colour,96,2,grey,medium,4
1853,a large 97 in red colour,97,2,red,large,4
1854,the number 94 in blue colour and large size,94,2,blue,large,2
1855,a red number 900 of medium size,900,3,red,medium,3
1856,a small grey number 75,75,2,grey,small,5
1857,an orange number 7181 of small size,7181,4,orange,small,3
1858,a medium green 927,927,3,green,medium,1
1859,a purple number 31 of medium size,31,2,purple,medium,3
1860,a blue number 713 of large size,713,3,blue,large,3
1861,a green number 1 of large size,1,1,green,large,3
1862,a yellow number 10 of small size,10,2,yellow,small,3
1863,a small red 575,575,3,red,small,1
1864,a large yellow number 1762,1762,4,yellow,large,5
1865,the number 5 in pink colour and medium size,5,1,pink,medium,2
1866,a small red 1964,1964,4,red,small,1
1867,the number 70 in yellow colour and small size,70,2,yellow,small,2
1868,the number 5 in orange colour and small size,5,1,orange,small,2
1869,the number 18 in pink colour and medium size,18,2,pink,medium,2
1870,a brown number 3433 of large size,3433,4,brown,large,3
1871,a pink number 471 of medium size,471,3,pink,medium,3
1872,a purple number 1 of medium size,1,1,purple,medium,3
1873,a medium yellow number 479,479,3,yellow,medium,5
1874,a large grey number 35,35,2,grey,large,5
1875,a red number 9 of medium size,9,1,red,medium,3
1876,a small grey number 868,868,3,grey,small,5
1877,the number 767 in grey colour and small size,767,3,grey,small,2
1878,a blue number 24 of large size,24,2,blue,large,3
1879,a medium orange 202,202,3,orange,medium,1
1880,a large grey 826,826,3,grey,large,1
1881,a large 6 in green colour,6,1,green,large,4
1882,a medium yellow 12,12,2,yellow,medium,1
1883,the number 69 in grey colour and medium size,69,2,grey,medium,2
1884,a small purple 269,269,3,purple,small,1
1885,the number 494 in brown colour and medium size,494,3,brown,medium,2
1886,a small red 8642,8642,4,red,small,1
1887,a yellow number 394 of large size,394,3,yellow,large,3
1888,the number 94 in red colour and medium size,94,2,red,medium,2
1889,a medium 14 in blue colour,14,2,blue,medium,4
1890,an orange number 6368 of large size,6368,4,orange,large,3
1891,a large yellow number 3,3,1,yellow,large,5
1892,a large 7636 in orange colour,7636,4,orange,large,4
1893,a medium green 59,59,2,green,medium,1
1894,a medium 7354 in red colour,7354,4,red,medium,4
1895,the number 77 in red colour and small size,77,2,red,small,2
1896,an orange number 5 of medium size,5,1,orange,medium,3
1897,a brown number 516 of medium size,516,3,brown,medium,3
1898,a yellow number 2 of large size,2,1,yellow,large,3
1899,a small 349 in red colour,349,3,red,small,4
1900,the number 818 in brown colour and small size,818,3,brown,small,2
1901,the number 924 in yellow colour and small size,924,3,yellow,small,2
1902,a medium brown number 95,95,2,brown,medium,5
1903,a medium pink number 8,8,1,pink,medium,5
1904,the number 81 in orange colour and large size,81,2,orange,large,2
1905,a medium 24 in blue colour,24,2,blue,medium,4
1906,a medium 47 in red colour,47,2,red,medium,4
1907,a small grey number 7,7,1,grey,small,5
1908,the number 8 in red colour and small size,8,1,red,small,2
1909,a small 2469 in purple colour,2469,4,purple,small,4
1910,a medium grey 31,31,2,grey,medium,1
1911,a small 787 in purple colour,787,3,purple,small,4
1912,a medium green number 1817,1817,4,green,medium,5
1913,a large 9264 in grey colour,9264,4,grey,large,4
1914,the number 678 in pink colour and small size,678,3,pink,small,2
1915,the number 7039 in grey colour and medium size,7039,4,grey,medium,2
1916,a medium 7 in yellow colour,7,1,yellow,medium,4
1917,a small grey 8099,8099,4,grey,small,1
1918,a purple number 8358 of large size,8358,4,purple,large,3
1919,a medium 561 in blue colour,561,3,blue,medium,4
1920,a medium pink number 283,283,3,pink,medium,5
1921,the number 4812 in pink colour and medium size,4812,4,pink,medium,2
1922,the number 6 in grey colour and medium size,6,1,grey,medium,2
1923,a brown number 931 of large size,931,3,brown,large,3
1924,a medium purple 901,901,3,purple,medium,1
1925,a large 9711 in pink colour,9711,4,pink,large,4
1926,a medium blue number 4,4,1,blue,medium,5
1927,the number 1199 in blue colour and large size,1199,4,blue,large,2
1928,a large purple number 4946,4946,4,purple,large,5
1929,the number 506 in brown colour and small size,506,3,brown,small,2
1930,a medium orange 3,3,1,orange,medium,1
1931,a medium 1 in purple colour,1,1,purple,medium,4
1932,the number 6465 in red colour and medium size,6465,4,red,medium,2
1933,a medium grey number 42,42,2,grey,medium,5
1934,a large 2488 in brown colour,2488,4,brown,large,4
1935,a small 9086 in brown colour,9086,4,brown,small,4
1936,the number 1971 in orange colour and medium size,1971,4,orange,medium,2
1937,a brown number 6388 of large size,6388,4,brown,large,3
1938,the number 5 in yellow colour and medium size,5,1,yellow,medium,2
1939,the number 42 in blue colour and large size,42,2,blue,large,2
1940,a large 8837 in pink colour,8837,4,pink,large,4
1941,a medium brown number 584,584,3,brown,medium,5
1942,a grey number 2132 of small size,2132,4,grey,small,3
1943,a small orange 378,378,3,orange,small,1
1944,the number 585 in pink colour and medium size,585,3,pink,medium,2
1945,a medium purple number 857,857,3,purple,medium,5
1946,a medium blue number 1286,1286,4,blue,medium,5
1947,a grey number 7889 of large size,7889,4,grey,large,3
1948,a small brown 7905,7905,4,brown,small,1
1949,a grey number 385 of medium size,385,3,grey,medium,3
1950,a large 384 in yellow colour,384,3,yellow,large,4
1951,the number 235 in brown colour and medium size,235,3,brown,medium,2
1952,the number 7 in grey colour and large size,7,1,grey,large,2
1953,a medium purple 2606,2606,4,purple,medium,1
1954,a medium 662 in blue colour,662,3,blue,medium,4
1955,a medium yellow 1018,1018,4,yellow,medium,1
1956,a medium 8 in brown colour,8,1,brown,medium,4
1957,a large brown number 2758,2758,4,brown,large,5
1958,a small 851 in green colour,851,3,green,small,4
1959,a medium orange number 4927,4927,4,orange,medium,5
1960,a medium red number 858,858,3,red,medium,5
1961,a large pink 73,73,2,pink,large,1
1962,a medium green number 1,1,1,green,medium,5
1963,the number 4937 in blue colour and large size,4937,4,blue,large,2
1964,a brown number 53 of small size,53,2,brown,small,3
1965,a brown number 510 of large size,510,3,brown,large,3
1966,a small red 843,843,3,red,small,1
1967,a small pink 73,73,2,pink,small,1
1968,a large green 5591,5591,4,green,large,1
1969,the number 1852 in brown colour and medium size,1852,4,brown,medium,2
1970,a medium grey number 656,656,3,grey,medium,5
1971,the number 4 in green colour and small size,4,1,green,small,2
1972,a small 1 in blue colour,1,1,blue,small,4
1973,the number 161 in blue colour and large size,161,3,blue,large,2
1974,the number 550 in blue colour and large size,550,3,blue,large,2
1975,a small grey 407,407,3,grey,small,1
1976,a small yellow number 1,1,1,yellow,small,5
1977,the number 20 in brown colour and medium size,20,2,brown,medium,2
1978,a purple number 6770 of small size,6770,4,purple,small,3
1979,an orange number 3872 of small size,3872,4,orange,small,3
1980,a blue number 509 of small size,509,3,blue,small,3
1981,a green number 74 of small size,74,2,green,small,3
1982,a medium brown 99,99,2,brown,medium,1
1983,a medium 87 in grey colour,87,2,grey,medium,4
1984,a large blue 795,795,3,blue,large,1
1985,a large 4845 in blue colour,4845,4,blue,large,4
1986,the number 297 in pink colour and large size,297,3,pink,large,2
1987,a blue number 7 of medium size,7,1,blue,medium,3
1988,a small red number 2771,2771,4,red,small,5
1989,a medium 3 in grey colour,3,1,grey,medium,4
1990,a large 21 in brown colour,21,2,brown,large,4
1991,a large grey number 431,431,3,grey,large,5
1992,a small 327 in orange colour,327,3,orange,small,4
1993,a small purple number 841,841,3,purple,small,5
1994,the number 9591 in green colour and medium size,9591,4,green,medium,2
1995,a medium red number 9,9,1,red,medium,5
1996,a small 46 in brown colour,46,2,brown,small,4
1997,a small grey number 56,56,2,grey,small,5
1998,a small pink 705,705,3,pink,small,1
1999,a medium 17 in red colour,17,2,red,medium,4
2000,a green number 6 of large size,6,1,green,large,3
2001,the number 754 in purple colour and large size,754,3,purple,large,2
2002,a large grey 145,145,3,grey,large,1
2003,a large purple 6,6,1,purple,large,1
2004,the number 4040 in blue colour and medium size,4040,4,blue,medium,2
2005,a large 759 in green colour,759,3,green,large,4
2006,the number 5 in grey colour and medium size,5,1,grey,medium,2
2007,a small yellow number 7,7,1,yellow,small,5
2008,a medium red 947,947,3,red,medium,1
2009,the number 97 in orange colour and small size,97,2,orange,small,2
2010,a large brown number 57,57,2,brown,large,5
2011,a small 25 in purple colour,25,2,purple,small,4
2012,a red number 88 of medium size,88,2,red,medium,3
2013,a red number 8930 of small size,8930,4,red,small,3
2014,a large red 4995,4995,4,red,large,1
2015,a small green number 93,93,2,green,small,5
2016,a large 346 in orange colour,346,3,orange,large,4
2017,a brown number 4 of large size,4,1,brown,large,3
2018,a purple number 305 of large size,305,3,purple,large,3
2019,a large yellow number 825,825,3,yellow,large,5
2020,a small 1 in red colour,1,1,red,small,4
2021,the number 5444 in blue colour and small size,5444,4,blue,small,2
2022,a large brown number 362,362,3,brown,large,5
2023,a small orange number 7383,7383,4,orange,small,5
2024,a large pink number 955,955,3,pink,large,5
2025,a grey number 87 of medium size,87,2,grey,medium,3
2026,the number 8454 in pink colour and large size,8454,4,pink,large,2
2027,a medium red 5486,5486,4,red,medium,1
2028,a grey number 5 of medium size,5,1,grey,medium,3
2029,a large pink number 4223,4223,4,pink,large,5
2030,a large orange number 3799,3799,4,orange,large,5
2031,a pink number 83 of small size,83,2,pink,small,3
2032,a small grey number 382,382,3,grey,small,5
2033,the number 8 in grey colour and large size,8,1,grey,large,2
2034,a large red 40,40,2,red,large,1
2035,a large blue 8852,8852,4,blue,large,1
2036,a grey number 5208 of medium size,5208,4,grey,medium,3
2037,a large red 918,918,3,red,large,1
2038,a blue number 734 of large size,734,3,blue,large,3
2039,a medium green number 2422,2422,4,green,medium,5
2040,a large 919 in grey colour,919,3,grey,large,4
2041,the number 139 in green colour and large size,139,3,green,large,2
2042,a medium yellow 90,90,2,yellow,medium,1
2043,the number 6983 in purple colour and medium size,6983,4,purple,medium,2
2044,a large 61 in red colour,61,2,red,large,4
2045,a small 985 in red colour,985,3,red,small,4
2046,the number 9452 in brown colour and small size,9452,4,brown,small,2
2047,a medium orange 915,915,3,orange,medium,1
2048,a small purple number 956,956,3,purple,small,5
2049,a large red 11,11,2,red,large,1
2050,a brown number 47 of large size,47,2,brown,large,3
2051,a medium green number 23,23,2,green,medium,5
2052,a large grey number 8377,8377,4,grey,large,5
2053,a medium 9441 in purple colour,9441,4,purple,medium,4
2054,a large purple 9244,9244,4,purple,large,1
2055,a red number 15 of small size,15,2,red,small,3
2056,a pink number 29 of large size,29,2,pink,large,3
2057,a medium pink number 2695,2695,4,pink,medium,5
2058,a green number 483 of medium size,483,3,green,medium,3
2059,a red number 199 of small size,199,3,red,small,3
2060,a large 717 in brown colour,717,3,brown,large,4
2061,a small pink 96,96,2,pink,small,1
2062,a medium 46 in yellow colour,46,2,yellow,medium,4
2063,a medium orange 5693,5693,4,orange,medium,1
2064,a medium 209 in pink colour,209,3,pink,medium,4
2065,a large brown 7,7,1,brown,large,1
2066,the number 968 in yellow colour and large size,968,3,yellow,large,2
2067,a medium 254 in pink colour,254,3,pink,medium,4
2068,a small brown 1502,1502,4,brown,small,1
2069,a small pink number 560,560,3,pink,small,5
2070,a small 46 in red colour,46,2,red,small,4
2071,a large green number 4726,4726,4,green,large,5
2072,a small 4 in red colour,4,1,red,small,4
2073,a large 4442 in green colour,4442,4,green,large,4
2074,a medium brown number 2,2,1,brown,medium,5
2075,a large 888 in brown colour,888,3,brown,large,4
2076,a large red number 897,897,3,red,large,5
2077,the number 7448 in brown colour and medium size,7448,4,brown,medium,2
2078,a grey number 580 of large size,580,3,grey,large,3
2079,a blue number 540 of large size,540,3,blue,large,3
2080,a medium yellow number 5,5,1,yellow,medium,5
2081,a large green number 88,88,2,green,large,5
2082,a large green number 43,43,2,green,large,5
2083,a medium 230 in orange colour,230,3,orange,medium,4
2084,a large blue number 3432,3432,4,blue,large,5
2085,a small orange 37,37,2,orange,small,1
2086,a large orange number 9,9,1,orange,large,5
2087,a large green 707,707,3,green,large,1
2088,a small 825 in purple colour,825,3,purple,small,4
2089,a small pink number 499,499,3,pink,small,5
2090,a medium 58 in green colour,58,2,green,medium,4
2091,the number 8051 in red colour and medium size,8051,4,red,medium,2
2092,a medium 1122 in purple colour,1122,4,purple,medium,4
2093,a large brown number 4699,4699,4,brown,large,5
2094,the number 1 in pink colour and small size,1,1,pink,small,2
2095,a large blue 3673,3673,4,blue,large,1
2096,a yellow number 1 of large size,1,1,yellow,large,3
2097,a grey number 29 of small size,29,2,grey,small,3
2098,a medium red number 2,2,1,red,medium,5
2099,a small 231 in grey colour,231,3,grey,small,4
2100,a medium 99 in purple colour,99,2,purple,medium,4
2101,a green number 3 of medium size,3,1,green,medium,3
2102,a small grey 3,3,1,grey,small,1
2103,the number 4 in purple colour and large size,4,1,purple,large,2
2104,a medium 76 in pink colour,76,2,pink,medium,4
2105,a large pink number 4,4,1,pink,large,5
2106,the number 443 in pink colour and large size,443,3,pink,large,2
2107,a small brown 3,3,1,brown,small,1
2108,the number 10 in purple colour and small size,10,2,purple,small,2
2109,a small 3 in blue colour,3,1,blue,small,4
2110,a small brown 6,6,1,brown,small,1
2111,a small pink 1419,1419,4,pink,small,1
2112,a medium orange 45,45,2,orange,medium,1
2113,a medium 6480 in yellow colour,6480,4,yellow,medium,4
2114,the number 80 in orange colour and large size,80,2,orange,large,2
2115,a pink number 729 of large size,729,3,pink,large,3
2116,a small 826 in red colour,826,3,red,small,4
2117,a small red 26,26,2,red,small,1
2118,a large 7404 in pink colour,7404,4,pink,large,4
2119,a green number 1975 of medium size,1975,4,green,medium,3
2120,the number 1751 in yellow colour and small size,1751,4,yellow,small,2
2121,the number 3914 in grey colour and large size,3914,4,grey,large,2
2122,a small 39 in yellow colour,39,2,yellow,small,4
2123,a medium red number 8,8,1,red,medium,5
2124,a small orange 301,301,3,orange,small,1
2125,a pink number 661 of large size,661,3,pink,large,3
2126,a large red number 219,219,3,red,large,5
2127,a large pink 399,399,3,pink,large,1
2128,a yellow number 866 of medium size,866,3,yellow,medium,3
2129,a small red number 801,801,3,red,small,5
2130,the number 788 in purple colour and small size,788,3,purple,small,2
2131,a small pink number 550,550,3,pink,small,5
2132,a green number 9470 of medium size,9470,4,green,medium,3
2133,the number 3944 in purple colour and small size,3944,4,purple,small,2
2134,a blue number 722 of small size,722,3,blue,small,3
2135,a small 34 in grey colour,34,2,grey,small,4
2136,a red number 79 of small size,79,2,red,small,3
2137,a medium purple 4380,4380,4,purple,medium,1
2138,the number 3 in purple colour and medium size,3,1,purple,medium,2
2139,a medium 9257 in red colour,9257,4,red,medium,4
2140,a small yellow 988,988,3,yellow,small,1
2141,a grey number 3 of medium size,3,1,grey,medium,3
2142,a medium green number 95,95,2,green,medium,5
2143,the number 471 in blue colour and medium size,471,3,blue,medium,2
2144,a small red 42,42,2,red,small,1
2145,a large purple number 5834,5834,4,purple,large,5
2146,a medium purple 633,633,3,purple,medium,1
2147,a large pink 400,400,3,pink,large,1
2148,a brown number 7434 of medium size,7434,4,brown,medium,3
2149,a medium brown 236,236,3,brown,medium,1
2150,a medium green number 21,21,2,green,medium,5
2151,a small 257 in pink colour,257,3,pink,small,4
2152,a large purple number 8439,8439,4,purple,large,5
2153,a small red 47,47,2,red,small,1
2154,a small red 94,94,2,red,small,1
2155,a small purple 80,80,2,purple,small,1
2156,a small orange number 3220,3220,4,orange,small,5
2157,a grey number 4 of large size,4,1,grey,large,3
2158,a medium 378 in grey colour,378,3,grey,medium,4
2159,a medium orange number 49,49,2,orange,medium,5
2160,a large brown 392,392,3,brown,large,1
2161,a small 4 in blue colour,4,1,blue,small,4
2162,a blue number 673 of medium size,673,3,blue,medium,3
2163,the number 6341 in purple colour and large size,6341,4,purple,large,2
2164,a green number 86 of large size,86,2,green,large,3
2165,a grey number 62 of small size,62,2,grey,small,3
2166,the number 9928 in green colour and large size,9928,4,green,large,2
2167,a brown number 1 of medium size,1,1,brown,medium,3
2168,a large yellow number 47,47,2,yellow,large,5
2169,a large blue 96,96,2,blue,large,1
2170,a large 8 in brown colour,8,1,brown,large,4
2171,a small orange 12,12,2,orange,small,1
2172,a large yellow number 90,90,2,yellow,large,5
2173,a brown number 696 of medium size,696,3,brown,medium,3
2174,a medium brown number 554,554,3,brown,medium,5
2175,the number 8 in yellow colour and large size,8,1,yellow,large,2
2176,a large brown 862,862,3,brown,large,1
2177,the number 820 in yellow colour and large size,820,3,yellow,large,2
2178,a medium orange number 27,27,2,orange,medium,5
2179,a medium orange 30,30,2,orange,medium,1
2180,a small green 7,7,1,green,small,1
2181,a medium pink number 62,62,2,pink,medium,5
2182,a large orange 8,8,1,orange,large,1
2183,an orange number 9541 of large size,9541,4,orange,large,3
2184,a red number 65 of small size,65,2,red,small,3
2185,the number 4596 in pink colour and large size,4596,4,pink,large,2
2186,a large pink 35,35,2,pink,large,1
2187,a medium yellow number 622,622,3,yellow,medium,5
2188,a small grey number 37,37,2,grey,small,5
2189,a small 22 in brown colour,22,2,brown,small,4
2190,a medium red number 1754,1754,4,red,medium,5
2191,a small pink number 1245,1245,4,pink,small,5
2192,the number 8095 in purple colour and medium size,8095,4,purple,medium,2
2193,a medium orange 35,35,2,orange,medium,1
2194,a large green number 1967,1967,4,green,large,5
2195,the number 5 in brown colour and small size,5,1,brown,small,2
2196,a large blue number 9741,9741,4,blue,large,5
2197,a medium 62 in red colour,62,2,red,medium,4
2198,a small red 2842,2842,4,red,small,1
2199,a small purple 5189,5189,4,purple,small,1
2200,a large grey 83,83,2,grey,large,1
2201,an orange number 3524 of medium size,3524,4,orange,medium,3
2202,a medium green 954,954,3,green,medium,1
2203,a small red 29,29,2,red,small,1
2204,a medium 8206 in red colour,8206,4,red,medium,4
2205,a small grey 841,841,3,grey,small,1
2206,a small purple number 86,86,2,purple,small,5
2207,a large brown number 81,81,2,brown,large,5
2208,a small 6328 in brown colour,6328,4,brown,small,4
2209,the number 361 in blue colour and small size,361,3,blue,small,2
2210,the number 8 in grey colour and medium size,8,1,grey,medium,2
2211,a medium purple number 69,69,2,purple,medium,5
2212,a large grey 3696,3696,4,grey,large,1
2213,a large brown number 1157,1157,4,brown,large,5
2214,the number 53 in purple colour and medium size,53,2,purple,medium,2
2215,a small green 369,369,3,green,small,1
2216,the number 35 in orange colour and large size,35,2,orange,large,2
2217,a medium yellow number 545,545,3,yellow,medium,5
2218,a medium purple number 77,77,2,purple,medium,5
2219,a small grey 9,9,1,grey,small,1
2220,a medium purple 9805,9805,4,purple,medium,1
2221,the number 236 in brown colour and medium size,236,3,brown,medium,2
2222,a grey number 494 of large size,494,3,grey,large,3
2223,the number 89 in yellow colour and small size,89,2,yellow,small,2
2224,a small brown number 26,26,2,brown,small,5
2225,a medium 850 in blue colour,850,3,blue,medium,4
2226,a pink number 86 of small size,86,2,pink,small,3
2227,the number 230 in red colour and large size,230,3,red,large,2
2228,a small grey 38,38,2,grey,small,1
2229,the number 27 in purple colour and small size,27,2,purple,small,2
2230,the number 8 in orange colour and medium size,8,1,orange,medium,2
2231,a large 5234 in yellow colour,5234,4,yellow,large,4
2232,a small 59 in pink colour,59,2,pink,small,4
2233,the number 3 in pink colour and small size,3,1,pink,small,2
2234,a small grey number 9036,9036,4,grey,small,5
2235,a medium green number 29,29,2,green,medium,5
2236,a pink number 7 of medium size,7,1,pink,medium,3
2237,a small 6632 in yellow colour,6632,4,yellow,small,4
2238,a large 3504 in orange colour,3504,4,orange,large,4
2239,a green number 851 of large size,851,3,green,large,3
2240,a small 6469 in grey colour,6469,4,grey,small,4
2241,a brown number 79 of medium size,79,2,brown,medium,3
2242,a pink number 4186 of large size,4186,4,pink,large,3
2243,a pink number 5 of small size,5,1,pink,small,3
2244,a small green 9767,9767,4,green,small,1
2245,a large green 696,696,3,green,large,1
2246,a yellow number 983 of medium size,983,3,yellow,medium,3
2247,a large green 354,354,3,green,large,1
2248,a small 1489 in blue colour,1489,4,blue,small,4
2249,the number 9 in red colour and large size,9,1,red,large,2
2250,a purple number 7084 of large size,7084,4,purple,large,3
2251,a medium purple number 632,632,3,purple,medium,5
2252,a large green number 966,966,3,green,large,5
2253,the number 42 in brown colour and medium size,42,2,brown,medium,2
2254,a large 282 in blue colour,282,3,blue,large,4
2255,a green number 8 of small size,8,1,green,small,3
2256,a large 270 in yellow colour,270,3,yellow,large,4
2257,a small green number 22,22,2,green,small,5
2258,a blue number 8 of medium size,8,1,blue,medium,3
2259,a grey number 35 of medium size,35,2,grey,medium,3
2260,the number 6790 in brown colour and small size,6790,4,brown,small,2
2261,a blue number 5454 of large size,5454,4,blue,large,3
2262,the number 93 in grey colour and large size,93,2,grey,large,2
2263,a small purple 3,3,1,purple,small,1
2264,a yellow number 184 of small size,184,3,yellow,small,3
2265,a blue number 23 of large size,23,2,blue,large,3
2266,a large pink 9,9,1,pink,large,1
2267,a large purple number 1332,1332,4,purple,large,5
2268,a green number 700 of large size,700,3,green,large,3
2269,a red number 4 of large size,4,1,red,large,3
2270,the number 6 in red colour and small size,6,1,red,small,2
2271,a medium green 219,219,3,green,medium,1
2272,a medium brown number 90,90,2,brown,medium,5
2273,a large 85 in green colour,85,2,green,large,4
2274,the number 76 in red colour and large size,76,2,red,large,2
2275,a medium red number 25,25,2,red,medium,5
2276,the number 653 in red colour and medium size,653,3,red,medium,2
2277,a medium purple number 4152,4152,4,purple,medium,5
2278,a large purple number 36,36,2,purple,large,5
2279,a medium grey 249,249,3,grey,medium,1
2280,a large yellow 928,928,3,yellow,large,1
2281,a small yellow 18,18,2,yellow,small,1
2282,the number 188 in pink colour and medium size,188,3,pink,medium,2
2283,the number 7150 in brown colour and large size,7150,4,brown,large,2
2284,a yellow number 5199 of large size,5199,4,yellow,large,3
2285,a yellow number 7976 of small size,7976,4,yellow,small,3
2286,a large 621 in green colour,621,3,green,large,4
2287,a small 9 in blue colour,9,1,blue,small,4
2288,a small blue 4968,4968,4,blue,small,1
2289,a large green number 4,4,1,green,large,5
2290,a medium red 8,8,1,red,medium,1
2291,a large brown 13,13,2,brown,large,1
2292,a large grey number 6611,6611,4,grey,large,5
2293,a large pink number 3,3,1,pink,large,5
2294,a large purple 7,7,1,purple,large,1
2295,a small brown number 3,3,1,brown,small,5
2296,a medium blue number 6,6,1,blue,medium,5
2297,a small brown number 2755,2755,4,brown,small,5
2298,a small grey number 42,42,2,grey,small,5
2299,a small yellow 57,57,2,yellow,small,1
2300,a medium brown number 60,60,2,brown,medium,5
2301,a brown number 707 of medium size,707,3,brown,medium,3
2302,a yellow number 3 of medium size,3,1,yellow,medium,3
2303,the number 9647 in pink colour and small size,9647,4,pink,small,2
2304,a medium 6795 in yellow colour,6795,4,yellow,medium,4
2305,the number 8706 in grey colour and small size,8706,4,grey,small,2
2306,a large purple number 5367,5367,4,purple,large,5
2307,a small purple 99,99,2,purple,small,1
2308,a yellow number 7716 of small size,7716,4,yellow,small,3
2309,a medium yellow 4740,4740,4,yellow,medium,1
2310,the number 5414 in yellow colour and medium size,5414,4,yellow,medium,2
2311,a medium 49 in red colour,49,2,red,medium,4
2312,a medium pink number 6453,6453,4,pink,medium,5
2313,the number 55 in pink colour and medium size,55,2,pink,medium,2
2314,a medium red number 15,15,2,red,medium,5
2315,a medium 5646 in red colour,5646,4,red,medium,4
2316,a large 204 in yellow colour,204,3,yellow,large,4
2317,a red number 1702 of large size,1702,4,red,large,3
2318,the number 7782 in orange colour and large size,7782,4,orange,large,2
2319,a small purple 49,49,2,purple,small,1
2320,a small 62 in blue colour,62,2,blue,small,4
2321,a small yellow number 7471,7471,4,yellow,small,5
2322,a medium brown 644,644,3,brown,medium,1
2323,a large 250 in purple colour,250,3,purple,large,4
2324,a small grey 142,142,3,grey,small,1
2325,a medium 764 in green colour,764,3,green,medium,4
2326,an orange number 204 of medium size,204,3,orange,medium,3
2327,a large 79 in green colour,79,2,green,large,4
2328,the number 8634 in purple colour and medium size,8634,4,purple,medium,2
2329,a purple number 1584 of medium size,1584,4,purple,medium,3
2330,a small pink number 711,711,3,pink,small,5
2331,a blue number 88 of medium size,88,2,blue,medium,3
2332,the number 5376 in red colour and small size,5376,4,red,small,2
2333,a green number 9 of large size,9,1,green,large,3
2334,a small 47 in yellow colour,47,2,yellow,small,4
2335,a medium brown 27,27,2,brown,medium,1
2336,the number 1102 in green colour and medium size,1102,4,green,medium,2
2337,a small 27 in red colour,27,2,red,small,4
2338,a large 62 in yellow colour,62,2,yellow,large,4
2339,a medium blue 67,67,2,blue,medium,1
2340,a small 464 in red colour,464,3,red,small,4
2341,a grey number 61 of large size,61,2,grey,large,3
2342,the number 5400 in brown colour and medium size,5400,4,brown,medium,2
2343,a medium pink number 8467,8467,4,pink,medium,5
2344,the number 97 in grey colour and small size,97,2,grey,small,2
2345,a small yellow number 673,673,3,yellow,small,5
2346,a medium red 9378,9378,4,red,medium,1
2347,the number 859 in orange colour and large size,859,3,orange,large,2
2348,a medium brown 9,9,1,brown,medium,1
2349,a large pink 2,2,1,pink,large,1
2350,a large 53 in blue colour,53,2,blue,large,4
2351,a blue number 459 of large size,459,3,blue,large,3
2352,a small grey 42,42,2,grey,small,1
2353,a large 8175 in pink colour,8175,4,pink,large,4
2354,a small green number 811,811,3,green,small,5
2355,a small orange 1676,1676,4,orange,small,1
2356,a small pink number 7,7,1,pink,small,5
2357,a large purple number 563,563,3,purple,large,5
2358,a pink number 55 of large size,55,2,pink,large,3
2359,a large blue number 295,295,3,blue,large,5
2360,the number 47 in pink colour and medium size,47,2,pink,medium,2
2361,a small 562 in orange colour,562,3,orange,small,4
2362,a large orange 9,9,1,orange,large,1
2363,a large blue number 414,414,3,blue,large,5
2364,a small red 8,8,1,red,small,1
2365,a large pink 57,57,2,pink,large,1
2366,the number 95 in grey colour and large size,95,2,grey,large,2
2367,a medium purple number 81,81,2,purple,medium,5
2368,the number 29 in purple colour and small size,29,2,purple,small,2
2369,a large 883 in orange colour,883,3,orange,large,4
2370,a large 2810 in purple colour,2810,4,purple,large,4
2371,a grey number 6 of small size,6,1,grey,small,3
2372,a small 6169 in red colour,6169,4,red,small,4
2373,a small 40 in orange colour,40,2,orange,small,4
2374,the number 4 in blue colour and medium size,4,1,blue,medium,2
2375,a small brown 16,16,2,brown,small,1
2376,a brown number 32 of small size,32,2,brown,small,3
2377,the number 7112 in brown colour and medium size,7112,4,brown,medium,2
2378,a brown number 38 of small size,38,2,brown,small,3
2379,a medium 4 in orange colour,4,1,orange,medium,4
2380,a yellow number 462 of medium size,462,3,yellow,medium,3
2381,a large grey 1008,1008,4,grey,large,1
2382,a medium yellow number 6228,6228,4,yellow,medium,5
2383,a pink number 4 of small size,4,1,pink,small,3
2384,a small green number 17,17,2,green,small,5
2385,a medium 27 in yellow colour,27,2,yellow,medium,4
2386,the number 12 in grey colour and small size,12,2,grey,small,2
2387,a small grey 8678,8678,4,grey,small,1
2388,a large purple 701,701,3,purple,large,1
2389,a small blue number 9,9,1,blue,small,5
