sentence_id,template_id,sentence,board_state,x_count,x_positions,o_count,o_positions
2047,5,"X marks the middle-left and top-center, O marks the middle-right and center",_|X|_|X|O|O|_|_|_,2,"middle-left, top-center",2,"middle-right, center"
2048,5,"X marks the top-center, O marks the top-right",_|X|O|_|_|_|_|_|_,1,top-center,1,top-right
2049,4,"X is placed in the bottom-left and top-left, O is placed in the top-right and center",X|_|O|_|O|_|X|_|_,2,"bottom-left, top-left",2,"top-right, center"
2050,1,"X is in the top-center, the bottom-right, the top-right, the bottom-left, and the center, O is in the top-left, the middle-right, the bottom-center, and the middle-left",O|X|X|O|X|O|X|O|X,5,"top-center, bottom-right, top-right, bottom-left, center",4,"top-left, middle-right, bottom-center, middle-left"
2051,2,"X has played in the middle-right, the top-left, and the top-center, O has played in the bottom-right and top-right",X|X|O|_|_|X|_|_|O,3,"middle-right, top-left, top-center",2,"bottom-right, top-right"
2052,4,"X is placed in the top-right, the middle-right, the middle-left, the bottom-right, and the bottom-left, O is placed in the center, the top-left, the top-center, and the bottom-center",O|O|X|X|O|X|X|O|X,5,"top-right, middle-right, middle-left, bottom-right, bottom-left",4,"center, top-left, top-center, bottom-center"
2053,2,"X has played in the top-center, the top-right, and the bottom-right, O has played in the bottom-left, the top-left, and the middle-left",O|X|X|O|_|_|O|_|X,3,"top-center, top-right, bottom-right",3,"bottom-left, top-left, middle-left"
2054,4,"X is placed in the top-left, the bottom-center, the bottom-left, the middle-right, and the top-center, O is placed in the top-right, the bottom-right, the center, and the middle-left",X|X|O|O|O|X|X|X|O,5,"top-left, bottom-center, bottom-left, middle-right, top-center",4,"top-right, bottom-right, center, middle-left"
2055,4,"X is placed in the bottom-left, the middle-left, the bottom-right, the top-left, and the bottom-center, O is placed in the top-center, the top-right, the center, and the middle-right",X|O|O|X|O|O|X|X|X,5,"bottom-left, middle-left, bottom-right, top-left, bottom-center",4,"top-center, top-right, center, middle-right"
2056,1,"X is in the bottom-center, the center, and the top-left, O is in the bottom-left and bottom-right",X|_|_|_|X|_|O|X|O,3,"bottom-center, center, top-left",2,"bottom-left, bottom-right"
2057,4,"X is placed in the top-center, the bottom-center, the top-left, and the bottom-right, O is placed in the center, the top-right, the middle-right, and the bottom-left",X|X|O|_|O|O|O|X|X,4,"top-center, bottom-center, top-left, bottom-right",4,"center, top-right, middle-right, bottom-left"
2058,4,"X is placed in the center, the middle-right, and the bottom-left, O is placed in the top-right, the middle-left, and the top-left",O|_|O|O|X|X|X|_|_,3,"center, middle-right, bottom-left",3,"top-right, middle-left, top-left"
2059,1,"X is in the bottom-right, the bottom-left, and the top-right, O is in the top-left, the top-center, and the bottom-center",O|O|X|_|_|_|X|O|X,3,"bottom-right, bottom-left, top-right",3,"top-left, top-center, bottom-center"
2060,3,"X occupies the top-left and top-right, O occupies the bottom-left and middle-left",X|_|X|O|_|_|O|_|_,2,"top-left, top-right",2,"bottom-left, middle-left"
2061,5,"X marks the bottom-right, the center, the bottom-center, and the middle-left, O marks the top-right, the top-left, the top-center, and the middle-right",O|O|O|X|X|O|_|X|X,4,"bottom-right, center, bottom-center, middle-left",4,"top-right, top-left, top-center, middle-right"
2062,2,"X has played in the center, the top-right, and the bottom-right, O has played in the top-left and middle-left",O|_|X|O|X|_|_|_|X,3,"center, top-right, bottom-right",2,"top-left, middle-left"
2063,5,"X marks the middle-right, the top-center, the top-right, and the bottom-center, O marks the middle-left, the bottom-left, and the bottom-right",_|X|X|O|_|X|O|X|O,4,"middle-right, top-center, top-right, bottom-center",3,"middle-left, bottom-left, bottom-right"
2064,5,"X marks the bottom-left, the top-center, the center, the top-left, and the top-right, O marks the bottom-right, the middle-left, the bottom-center, and the middle-right",X|X|X|O|X|O|X|O|O,5,"bottom-left, top-center, center, top-left, top-right",4,"bottom-right, middle-left, bottom-center, middle-right"
2065,4,"X is placed in the bottom-center and top-left, O is placed in the middle-left and center",X|_|_|O|O|_|_|X|_,2,"bottom-center, top-left",2,"middle-left, center"
2066,3,"X occupies the middle-left, the bottom-center, the top-center, and the top-right, O occupies the bottom-right, the center, and the top-left",O|X|X|X|O|_|_|X|O,4,"middle-left, bottom-center, top-center, top-right",3,"bottom-right, center, top-left"
2067,4,"X is placed in the center and middle-right, O is placed in the top-center",_|O|_|_|X|X|_|_|_,2,"center, middle-right",1,top-center
2068,2,"X has played in the bottom-center, the center, the middle-left, and the top-left, O has played in the bottom-right, the top-right, the top-center, and the middle-right",X|O|O|X|X|O|_|X|O,4,"bottom-center, center, middle-left, top-left",4,"bottom-right, top-right, top-center, middle-right"
2069,4,"X is placed in the bottom-right, the middle-left, the top-left, and the bottom-center, O is placed in the bottom-left, the top-right, the top-center, and the center",X|O|O|X|O|_|O|X|X,4,"bottom-right, middle-left, top-left, bottom-center",4,"bottom-left, top-right, top-center, center"
2070,3,"X occupies the middle-left, the top-center, and the bottom-right, O occupies the bottom-center and top-left",O|X|_|X|_|_|_|O|X,3,"middle-left, top-center, bottom-right",2,"bottom-center, top-left"
2071,4,"X is placed in the center and top-center, O is placed in the middle-right",_|X|_|_|X|O|_|_|_,2,"center, top-center",1,middle-right
2072,4,"X is placed in the bottom-right, the top-right, the top-center, the middle-left, and the top-left, O is placed in the center, the middle-right, the bottom-center, and the bottom-left",X|X|X|X|O|O|O|O|X,5,"bottom-right, top-right, top-center, middle-left, top-left",4,"center, middle-right, bottom-center, bottom-left"
2073,4,"X is placed in the center and top-right, O is placed in the middle-left and bottom-center",_|_|X|O|X|_|_|O|_,2,"center, top-right",2,"middle-left, bottom-center"
2074,2,"X has played in the center, the bottom-left, the middle-left, and the top-center, O has played in the top-right, the bottom-right, the middle-right, and the top-left",O|X|O|X|X|O|X|_|O,4,"center, bottom-left, middle-left, top-center",4,"top-right, bottom-right, middle-right, top-left"
2075,4,"X is placed in the bottom-left, the top-left, the center, and the top-right, O is placed in the middle-left, the middle-right, the top-center, and the bottom-right",X|O|X|O|X|O|X|_|O,4,"bottom-left, top-left, center, top-right",4,"middle-left, middle-right, top-center, bottom-right"
2076,3,"X occupies the middle-left, the middle-right, the bottom-right, and the bottom-center, O occupies the center, the top-center, and the bottom-left",_|O|_|X|O|X|O|X|X,4,"middle-left, middle-right, bottom-right, bottom-center",3,"center, top-center, bottom-left"
2077,1,"X is in the top-left and top-center, O is in the top-right",X|X|O|_|_|_|_|_|_,2,"top-left, top-center",1,top-right
2078,2,"X has played in the middle-left, the bottom-center, the top-left, and the top-right, O has played in the bottom-left, the center, the bottom-right, and the middle-right",X|_|X|X|O|O|O|X|O,4,"middle-left, bottom-center, top-left, top-right",4,"bottom-left, center, bottom-right, middle-right"
2079,3,"X occupies the middle-right, O occupies the top-right",_|_|O|_|_|X|_|_|_,1,middle-right,1,top-right
2080,3,"X occupies the middle-right and top-left, O occupies the bottom-center and center",X|_|_|_|O|X|_|O|_,2,"middle-right, top-left",2,"bottom-center, center"
2081,5,"X marks the bottom-left, the bottom-center, and the bottom-right, O marks the middle-left and top-center",_|O|_|O|_|_|X|X|X,3,"bottom-left, bottom-center, bottom-right",2,"middle-left, top-center"
2082,2,"X has played in the top-right and middle-right, O has played in the top-left and middle-left",O|_|X|O|_|X|_|_|_,2,"top-right, middle-right",2,"top-left, middle-left"
2083,4,"X is placed in the top-center, the bottom-right, the center, and the top-left, O is placed in the bottom-left, the middle-left, and the top-right",X|X|O|O|X|_|O|_|X,4,"top-center, bottom-right, center, top-left",3,"bottom-left, middle-left, top-right"
2084,4,"X is placed in the top-left and top-center, O is placed in the top-right and bottom-center",X|X|O|_|_|_|_|O|_,2,"top-left, top-center",2,"top-right, bottom-center"
2085,4,"X is placed in the middle-left, the bottom-right, the top-left, and the top-right, O is placed in the bottom-center, the bottom-left, the top-center, and the middle-right",X|O|X|X|_|O|O|O|X,4,"middle-left, bottom-right, top-left, top-right",4,"bottom-center, bottom-left, top-center, middle-right"
2086,2,"X has played in the center, the bottom-center, and the bottom-left, O has played in the middle-left, the top-left, and the middle-right",O|_|_|O|X|O|X|X|_,3,"center, bottom-center, bottom-left",3,"middle-left, top-left, middle-right"
2087,5,"X marks the middle-right and top-right, O marks the bottom-right",_|_|X|_|_|X|_|_|O,2,"middle-right, top-right",1,bottom-right
2088,3,"X occupies the middle-left, the bottom-right, and the middle-right, O occupies the bottom-center and top-right",_|_|O|X|_|X|_|O|X,3,"middle-left, bottom-right, middle-right",2,"bottom-center, top-right"
2089,5,"X marks the center, the middle-left, and the top-center, O marks the middle-right, the bottom-center, and the bottom-right",_|X|_|X|X|O|_|O|O,3,"center, middle-left, top-center",3,"middle-right, bottom-center, bottom-right"
2090,3,"X occupies the center, the top-right, the middle-right, the top-center, and the bottom-left, O occupies the bottom-center, the middle-left, the bottom-right, and the top-left",O|X|X|O|X|X|X|O|O,5,"center, top-right, middle-right, top-center, bottom-left",4,"bottom-center, middle-left, bottom-right, top-left"
2091,3,"X occupies the top-center, the top-right, and the top-left, O occupies the middle-left and bottom-left",X|X|X|O|_|_|O|_|_,3,"top-center, top-right, top-left",2,"middle-left, bottom-left"
2092,2,"X has played in the bottom-right and center, O has played in the top-left",O|_|_|_|X|_|_|_|X,2,"bottom-right, center",1,top-left
2093,1,"X is in the middle-right, the center, the middle-left, and the bottom-right, O is in the bottom-center, the top-left, the bottom-left, and the top-right",O|_|O|X|X|X|O|O|X,4,"middle-right, center, middle-left, bottom-right",4,"bottom-center, top-left, bottom-left, top-right"
2094,2,"X has played in the middle-left, the middle-right, the bottom-right, the top-center, and the top-left, O has played in the bottom-left, the top-right, the bottom-center, and the center",X|X|O|X|O|X|O|O|X,5,"middle-left, middle-right, bottom-right, top-center, top-left",4,"bottom-left, top-right, bottom-center, center"
2095,2,"X has played in the bottom-center and center, O has played in the bottom-right",_|_|_|_|X|_|_|X|O,2,"bottom-center, center",1,bottom-right
2096,4,"X is placed in the top-left, the middle-left, the top-right, the middle-right, and the center, O is placed in the bottom-center, the bottom-left, the top-center, and the bottom-right",X|O|X|X|X|X|O|O|O,5,"top-left, middle-left, top-right, middle-right, center",4,"bottom-center, bottom-left, top-center, bottom-right"
2097,4,"X is placed in the middle-right and middle-left, O is placed in the top-center",_|O|_|X|_|X|_|_|_,2,"middle-right, middle-left",1,top-center
2098,2,"X has played in the bottom-center, the top-right, and the bottom-right, O has played in the middle-left, the center, and the top-left",O|_|X|O|O|_|_|X|X,3,"bottom-center, top-right, bottom-right",3,"middle-left, center, top-left"
2099,1,"X is in the bottom-left, the top-center, the top-right, and the top-left, O is in the bottom-center, the middle-left, the middle-right, and the center",X|X|X|O|O|O|X|O|_,4,"bottom-left, top-center, top-right, top-left",4,"bottom-center, middle-left, middle-right, center"
2100,5,"X marks the top-left, the top-center, the middle-left, the middle-right, and the bottom-left, O marks the top-right, the center, the bottom-right, and the bottom-center",X|X|O|X|O|X|X|O|O,5,"top-left, top-center, middle-left, middle-right, bottom-left",4,"top-right, center, bottom-right, bottom-center"
2101,4,"X is placed in the top-left and middle-left, O is placed in the bottom-left",X|_|_|X|_|_|O|_|_,2,"top-left, middle-left",1,bottom-left
2102,4,"X is placed in the top-left, the bottom-left, the top-right, and the bottom-center, O is placed in the top-center, the middle-left, and the bottom-right",X|O|X|O|_|_|X|X|O,4,"top-left, bottom-left, top-right, bottom-center",3,"top-center, middle-left, bottom-right"
2103,4,"X is placed in the center, O is placed in the top-center",_|O|_|_|X|_|_|_|_,1,center,1,top-center
2104,5,"X marks the bottom-left and bottom-right, O marks the bottom-center",_|_|_|_|_|_|X|O|X,2,"bottom-left, bottom-right",1,bottom-center
2105,2,"X has played in the bottom-left and middle-right, O has played in the middle-left",_|_|_|O|_|X|X|_|_,2,"bottom-left, middle-right",1,middle-left
2106,2,"X has played in the center and middle-right, O has played in the top-right and bottom-left",_|_|O|_|X|X|O|_|_,2,"center, middle-right",2,"top-right, bottom-left"
2107,4,"X is placed in the center, the top-right, the bottom-left, and the middle-left, O is placed in the middle-right, the bottom-center, and the top-center",_|O|X|X|X|O|X|O|_,4,"center, top-right, bottom-left, middle-left",3,"middle-right, bottom-center, top-center"
2108,3,"X occupies the top-center, the top-left, the middle-right, and the center, O occupies the bottom-left, the bottom-right, the top-right, and the middle-left",X|X|O|O|X|X|O|_|O,4,"top-center, top-left, middle-right, center",4,"bottom-left, bottom-right, top-right, middle-left"
2109,3,"X occupies the top-center, the bottom-center, the middle-right, and the top-right, O occupies the bottom-right, the bottom-left, the center, and the top-left",O|X|X|_|O|X|O|X|O,4,"top-center, bottom-center, middle-right, top-right",4,"bottom-right, bottom-left, center, top-left"
2110,2,"X has played in the top-left, the bottom-left, and the top-center, O has played in the bottom-center and bottom-right",X|X|_|_|_|_|X|O|O,3,"top-left, bottom-left, top-center",2,"bottom-center, bottom-right"
2111,4,"X is placed in the bottom-left and top-right, O is placed in the bottom-right and bottom-center",_|_|X|_|_|_|X|O|O,2,"bottom-left, top-right",2,"bottom-right, bottom-center"
2112,1,"X is in the middle-left, the top-left, the bottom-left, and the bottom-right, O is in the center, the middle-right, the bottom-center, and the top-right",X|_|O|X|O|O|X|O|X,4,"middle-left, top-left, bottom-left, bottom-right",4,"center, middle-right, bottom-center, top-right"
2113,2,"X has played in the center and bottom-left, O has played in the top-right",_|_|O|_|X|_|X|_|_,2,"center, bottom-left",1,top-right
2114,2,"X has played in the middle-left and middle-right, O has played in the bottom-left and top-right",_|_|O|X|_|X|O|_|_,2,"middle-left, middle-right",2,"bottom-left, top-right"
2115,4,"X is placed in the bottom-left, the middle-right, the top-left, the bottom-right, and the top-right, O is placed in the top-center, the middle-left, the center, and the bottom-center",X|O|X|O|O|X|X|O|X,5,"bottom-left, middle-right, top-left, bottom-right, top-right",4,"top-center, middle-left, center, bottom-center"
2116,4,"X is placed in the bottom-center and bottom-right, O is placed in the middle-left and middle-right",_|_|_|O|_|O|_|X|X,2,"bottom-center, bottom-right",2,"middle-left, middle-right"
2117,5,"X marks the top-center, O marks the middle-left",_|X|_|O|_|_|_|_|_,1,top-center,1,middle-left
2118,2,"X has played in the top-right, the top-center, the top-left, and the middle-left, O has played in the middle-right, the bottom-right, and the bottom-left",X|X|X|X|_|O|O|_|O,4,"top-right, top-center, top-left, middle-left",3,"middle-right, bottom-right, bottom-left"
2119,1,"X is in the top-center, the middle-right, the bottom-right, the top-left, and the center, O is in the top-right, the bottom-center, the middle-left, and the bottom-left",X|X|O|O|X|X|O|O|X,5,"top-center, middle-right, bottom-right, top-left, center",4,"top-right, bottom-center, middle-left, bottom-left"
2120,2,"X has played in the bottom-center and top-center, O has played in the middle-left",_|X|_|O|_|_|_|X|_,2,"bottom-center, top-center",1,middle-left
2121,3,"X occupies the top-center, the bottom-left, and the top-left, O occupies the center, the bottom-right, and the bottom-center",X|X|_|_|O|_|X|O|O,3,"top-center, bottom-left, top-left",3,"center, bottom-right, bottom-center"
2122,1,"X is in the top-right and bottom-center, O is in the middle-left and bottom-left",_|_|X|O|_|_|O|X|_,2,"top-right, bottom-center",2,"middle-left, bottom-left"
2123,5,"X marks the bottom-right, O marks the middle-right",_|_|_|_|_|O|_|_|X,1,bottom-right,1,middle-right
2124,3,"X occupies the top-center and center, O occupies the middle-left",_|X|_|O|X|_|_|_|_,2,"top-center, center",1,middle-left
2125,5,"X marks the middle-right, the bottom-center, the top-left, and the center, O marks the bottom-left, the bottom-right, and the top-right",X|_|O|_|X|X|O|X|O,4,"middle-right, bottom-center, top-left, center",3,"bottom-left, bottom-right, top-right"
2126,1,"X is in the top-right, the bottom-left, the center, and the top-center, O is in the bottom-center, the middle-right, the middle-left, and the top-left",O|X|X|O|X|O|X|O|_,4,"top-right, bottom-left, center, top-center",4,"bottom-center, middle-right, middle-left, top-left"
2127,4,"X is placed in the center, the top-left, the bottom-left, and the top-right, O is placed in the bottom-right, the middle-right, the middle-left, and the top-center",X|O|X|O|X|O|X|_|O,4,"center, top-left, bottom-left, top-right",4,"bottom-right, middle-right, middle-left, top-center"
2128,3,"X occupies the top-center, the top-left, the top-right, and the middle-left, O occupies the bottom-center, the bottom-left, and the bottom-right",X|X|X|X|_|_|O|O|O,4,"top-center, top-left, top-right, middle-left",3,"bottom-center, bottom-left, bottom-right"
2129,2,"X has played in the top-center, the top-left, the center, the middle-right, and the top-right, O has played in the bottom-right, the middle-left, the bottom-center, and the bottom-left",X|X|X|O|X|X|O|O|O,5,"top-center, top-left, center, middle-right, top-right",4,"bottom-right, middle-left, bottom-center, bottom-left"
2130,5,"X marks the bottom-right, the top-right, the top-left, the middle-left, and the bottom-center, O marks the bottom-left, the top-center, the middle-right, and the center",X|O|X|X|O|O|O|X|X,5,"bottom-right, top-right, top-left, middle-left, bottom-center",4,"bottom-left, top-center, middle-right, center"
2131,3,"X occupies the top-center, the bottom-center, the middle-left, the top-right, and the bottom-left, O occupies the top-left, the middle-right, the center, and the bottom-right",O|X|X|X|O|O|X|X|O,5,"top-center, bottom-center, middle-left, top-right, bottom-left",4,"top-left, middle-right, center, bottom-right"
2132,5,"X marks the top-left, the middle-right, the center, and the bottom-right, O marks the middle-left, the bottom-center, and the bottom-left",X|_|_|O|X|X|O|O|X,4,"top-left, middle-right, center, bottom-right",3,"middle-left, bottom-center, bottom-left"
2133,3,"X occupies the center and top-right, O occupies the bottom-right",_|_|X|_|X|_|_|_|O,2,"center, top-right",1,bottom-right
2134,1,"X is in the top-left, the middle-left, the bottom-center, the middle-right, and the top-center, O is in the bottom-right, the bottom-left, the top-right, and the center",X|X|O|X|O|X|O|X|O,5,"top-left, middle-left, bottom-center, middle-right, top-center",4,"bottom-right, bottom-left, top-right, center"
2135,4,"X is placed in the top-center and bottom-left, O is placed in the middle-left and middle-right",_|X|_|O|_|O|X|_|_,2,"top-center, bottom-left",2,"middle-left, middle-right"
2136,1,"X is in the bottom-left, the middle-left, the top-left, and the center, O is in the bottom-right, the top-right, the middle-right, and the top-center",X|O|O|X|X|O|X|_|O,4,"bottom-left, middle-left, top-left, center",4,"bottom-right, top-right, middle-right, top-center"
2137,5,"X marks the center, the top-center, and the bottom-right, O marks the middle-right and top-left",O|X|_|_|X|O|_|_|X,3,"center, top-center, bottom-right",2,"middle-right, top-left"
2138,1,"X is in the center and bottom-center, O is in the top-left and top-right",O|_|O|_|X|_|_|X|_,2,"center, bottom-center",2,"top-left, top-right"
2139,4,"X is placed in the bottom-center and middle-right, O is placed in the top-left",O|_|_|_|_|X|_|X|_,2,"bottom-center, middle-right",1,top-left
2140,3,"X occupies the bottom-center, the center, the middle-left, and the middle-right, O occupies the top-center, the bottom-left, the top-right, and the bottom-right",_|O|O|X|X|X|O|X|O,4,"bottom-center, center, middle-left, middle-right",4,"top-center, bottom-left, top-right, bottom-right"
2141,1,"X is in the middle-right, the center, the top-center, and the bottom-left, O is in the bottom-center, the top-right, the top-left, and the bottom-right",O|X|O|_|X|X|X|O|O,4,"middle-right, center, top-center, bottom-left",4,"bottom-center, top-right, top-left, bottom-right"
2142,5,"X marks the center, O marks the top-right",_|_|O|_|X|_|_|_|_,1,center,1,top-right
2143,4,"X is placed in the bottom-left and bottom-right, O is placed in the middle-left",_|_|_|O|_|_|X|_|X,2,"bottom-left, bottom-right",1,middle-left
2144,3,"X occupies the middle-right, the top-center, the middle-left, and the bottom-center, O occupies the bottom-left, the top-right, and the top-left",O|X|O|X|_|X|O|X|_,4,"middle-right, top-center, middle-left, bottom-center",3,"bottom-left, top-right, top-left"
2145,4,"X is placed in the top-center, the bottom-center, the top-right, the top-left, and the bottom-left, O is placed in the bottom-right, the middle-right, the middle-left, and the center",X|X|X|O|O|O|X|X|O,5,"top-center, bottom-center, top-right, top-left, bottom-left",4,"bottom-right, middle-right, middle-left, center"
2146,1,"X is in the middle-right, the top-right, and the middle-left, O is in the top-center and top-left",O|O|X|X|_|X|_|_|_,3,"middle-right, top-right, middle-left",2,"top-center, top-left"
2147,4,"X is placed in the bottom-center, the center, and the top-left, O is placed in the middle-right and top-right",X|_|O|_|X|O|_|X|_,3,"bottom-center, center, top-left",2,"middle-right, top-right"
2148,4,"X is placed in the middle-left, the middle-right, the bottom-center, and the top-center, O is placed in the top-right, the center, the bottom-left, and the bottom-right",_|X|O|X|O|X|O|X|O,4,"middle-left, middle-right, bottom-center, top-center",4,"top-right, center, bottom-left, bottom-right"
2149,2,"X has played in the middle-right, the top-left, the top-center, the bottom-left, and the center, O has played in the bottom-center, the bottom-right, the middle-left, and the top-right",X|X|O|O|X|X|X|O|O,5,"middle-right, top-left, top-center, bottom-left, center",4,"bottom-center, bottom-right, middle-left, top-right"
2150,3,"X occupies the center, the top-right, the middle-left, the top-left, and the bottom-left, O occupies the bottom-right, the middle-right, the bottom-center, and the top-center",X|O|X|X|X|O|X|O|O,5,"center, top-right, middle-left, top-left, bottom-left",4,"bottom-right, middle-right, bottom-center, top-center"
2151,4,"X is placed in the bottom-right, the middle-left, the top-left, the top-right, and the center, O is placed in the bottom-left, the bottom-center, the middle-right, and the top-center",X|O|X|X|X|O|O|O|X,5,"bottom-right, middle-left, top-left, top-right, center",4,"bottom-left, bottom-center, middle-right, top-center"
2152,5,"X marks the bottom-right and bottom-center, O marks the bottom-left and top-left",O|_|_|_|_|_|O|X|X,2,"bottom-right, bottom-center",2,"bottom-left, top-left"
2153,4,"X is placed in the middle-right, O is placed in the bottom-right",_|_|_|_|_|X|_|_|O,1,middle-right,1,bottom-right
2154,5,"X marks the bottom-center and bottom-left, O marks the bottom-right",_|_|_|_|_|_|X|X|O,2,"bottom-center, bottom-left",1,bottom-right
2155,3,"X occupies the middle-right, the top-right, the bottom-left, and the top-center, O occupies the bottom-right, the bottom-center, the middle-left, and the center",_|X|X|O|O|X|X|O|O,4,"middle-right, top-right, bottom-left, top-center",4,"bottom-right, bottom-center, middle-left, center"
2156,5,"X marks the top-right, the bottom-center, the middle-left, the top-left, and the center, O marks the top-center, the bottom-left, the bottom-right, and the middle-right",X|O|X|X|X|O|O|X|O,5,"top-right, bottom-center, middle-left, top-left, center",4,"top-center, bottom-left, bottom-right, middle-right"
2157,1,"X is in the middle-right and middle-left, O is in the top-center and top-left",O|O|_|X|_|X|_|_|_,2,"middle-right, middle-left",2,"top-center, top-left"
2158,3,"X occupies the bottom-center, the middle-left, the top-left, and the bottom-left, O occupies the middle-right, the top-center, and the bottom-right",X|O|_|X|_|O|X|X|O,4,"bottom-center, middle-left, top-left, bottom-left",3,"middle-right, top-center, bottom-right"
2159,4,"X is placed in the bottom-right, the center, and the middle-left, O is placed in the top-center and bottom-left",_|O|_|X|X|_|O|_|X,3,"bottom-right, center, middle-left",2,"top-center, bottom-left"
2160,2,"X has played in the middle-left and top-left, O has played in the middle-right and bottom-left",X|_|_|X|_|O|O|_|_,2,"middle-left, top-left",2,"middle-right, bottom-left"
2161,4,"X is placed in the middle-right and top-right, O is placed in the middle-left",_|_|X|O|_|X|_|_|_,2,"middle-right, top-right",1,middle-left
2162,2,"X has played in the center, O has played in the top-center",_|O|_|_|X|_|_|_|_,1,center,1,top-center
2163,3,"X occupies the top-left, the center, and the bottom-left, O occupies the top-center and middle-left",X|O|_|O|X|_|X|_|_,3,"top-left, center, bottom-left",2,"top-center, middle-left"
2164,5,"X marks the middle-left, the top-center, the bottom-left, the center, and the bottom-right, O marks the top-left, the top-right, the middle-right, and the bottom-center",O|X|O|X|X|O|X|O|X,5,"middle-left, top-center, bottom-left, center, bottom-right",4,"top-left, top-right, middle-right, bottom-center"
2165,2,"X has played in the top-right and bottom-left, O has played in the top-left and center",O|_|X|_|O|_|X|_|_,2,"top-right, bottom-left",2,"top-left, center"
2166,4,"X is placed in the middle-right, the top-right, and the bottom-right, O is placed in the bottom-center, the center, and the middle-left",_|_|X|O|O|X|_|O|X,3,"middle-right, top-right, bottom-right",3,"bottom-center, center, middle-left"
2167,4,"X is placed in the top-left, the bottom-left, and the top-right, O is placed in the middle-right, the top-center, and the center",X|O|X|_|O|O|X|_|_,3,"top-left, bottom-left, top-right",3,"middle-right, top-center, center"
2168,4,"X is placed in the top-left, the bottom-left, the middle-left, and the top-right, O is placed in the top-center, the bottom-right, and the middle-right",X|O|X|X|_|O|X|_|O,4,"top-left, bottom-left, middle-left, top-right",3,"top-center, bottom-right, middle-right"
2169,5,"X marks the top-right, the top-left, the top-center, and the bottom-right, O marks the bottom-left, the center, the middle-left, and the middle-right",X|X|X|O|O|O|O|_|X,4,"top-right, top-left, top-center, bottom-right",4,"bottom-left, center, middle-left, middle-right"
2170,5,"X marks the bottom-right, the middle-right, the center, the bottom-center, and the top-right, O marks the middle-left, the top-center, the bottom-left, and the top-left",O|O|X|O|X|X|O|X|X,5,"bottom-right, middle-right, center, bottom-center, top-right",4,"middle-left, top-center, bottom-left, top-left"
2171,3,"X occupies the top-left, the middle-left, and the top-right, O occupies the top-center, the center, and the bottom-right",X|O|X|X|O|_|_|_|O,3,"top-left, middle-left, top-right",3,"top-center, center, bottom-right"
2172,1,"X is in the center, the top-center, the top-left, the bottom-right, and the bottom-center, O is in the middle-right, the middle-left, the top-right, and the bottom-left",X|X|O|O|X|O|O|X|X,5,"center, top-center, top-left, bottom-right, bottom-center",4,"middle-right, middle-left, top-right, bottom-left"
2173,1,"X is in the top-left and bottom-center, O is in the middle-right and top-right",X|_|O|_|_|O|_|X|_,2,"top-left, bottom-center",2,"middle-right, top-right"
2174,3,"X occupies the center, the bottom-center, the bottom-left, and the top-left, O occupies the middle-left, the middle-right, the top-center, and the top-right",X|O|O|O|X|O|X|X|_,4,"center, bottom-center, bottom-left, top-left",4,"middle-left, middle-right, top-center, top-right"
2175,1,"X is in the bottom-right, O is in the middle-left",_|_|_|O|_|_|_|_|X,1,bottom-right,1,middle-left
2176,5,"X marks the bottom-center, the middle-left, the bottom-right, and the top-left, O marks the top-center, the middle-right, and the center",X|O|_|X|O|O|_|X|X,4,"bottom-center, middle-left, bottom-right, top-left",3,"top-center, middle-right, center"
2177,2,"X has played in the top-left, the middle-right, and the top-center, O has played in the middle-left and center",X|X|_|O|O|X|_|_|_,3,"top-left, middle-right, top-center",2,"middle-left, center"
2178,2,"X has played in the top-right, the center, the middle-left, and the bottom-left, O has played in the top-center, the middle-right, and the top-left",O|O|X|X|X|O|X|_|_,4,"top-right, center, middle-left, bottom-left",3,"top-center, middle-right, top-left"
2179,4,"X is placed in the bottom-left, the top-left, and the bottom-center, O is placed in the middle-left, the bottom-right, and the middle-right",X|_|_|O|_|O|X|X|O,3,"bottom-left, top-left, bottom-center",3,"middle-left, bottom-right, middle-right"
2180,4,"X is placed in the top-left and bottom-right, O is placed in the middle-left",X|_|_|O|_|_|_|_|X,2,"top-left, bottom-right",1,middle-left
2181,3,"X occupies the top-right and bottom-left, O occupies the bottom-right and middle-left",_|_|X|O|_|_|X|_|O,2,"top-right, bottom-left",2,"bottom-right, middle-left"
2182,2,"X has played in the bottom-right, the top-right, the bottom-left, and the center, O has played in the middle-left, the middle-right, the top-center, and the top-left",O|O|X|O|X|O|X|_|X,4,"bottom-right, top-right, bottom-left, center",4,"middle-left, middle-right, top-center, top-left"
2183,3,"X occupies the bottom-left, the top-left, and the top-right, O occupies the middle-right and center",X|_|X|_|O|O|X|_|_,3,"bottom-left, top-left, top-right",2,"middle-right, center"
2184,3,"X occupies the top-center, the top-left, the bottom-center, and the center, O occupies the middle-right, the bottom-left, the top-right, and the bottom-right",X|X|O|_|X|O|O|X|O,4,"top-center, top-left, bottom-center, center",4,"middle-right, bottom-left, top-right, bottom-right"
2185,4,"X is placed in the middle-left and top-left, O is placed in the bottom-center",X|_|_|X|_|_|_|O|_,2,"middle-left, top-left",1,bottom-center
