sentence_id,sentence,obj1_shape,obj1_colour,obj1_size,relation,obj2_shape,obj2_colour,obj2_size,template_id
2099,a medium red hexagon is above a medium orange square,hexagon,red,medium,above,square,orange,medium,1
2100,a small rectangle is next to a large oval,rectangle,grey,small,next to,oval,purple,large,5
2101,a medium red circle is positioned to the left of a medium pink hexagon,circle,red,medium,to the left of,hexagon,pink,medium,6
2102,one medium purple triangle is to the right of one large grey pentagon,triangle,purple,medium,to the right of,pentagon,grey,large,3
2103,a grey circle is below an orange triangle,circle,grey,large,below,triangle,orange,small,4
2104,one large red pentagon is to the right of one medium brown circle,pentagon,red,large,to the right of,circle,brown,medium,3
2105,a medium pink triangle is below a medium grey triangle,triangle,pink,medium,below,triangle,grey,medium,1
2106,a medium hexagon is to the left of a small pentagon,hexagon,orange,medium,to the left of,pentagon,yellow,small,5
2107,a red triangle is above a yellow rectangle,triangle,red,small,above,rectangle,yellow,medium,4
2108,a small pentagon is to the left of a large triangle,pentagon,brown,small,to the left of,triangle,brown,large,5
2109,a large diamond is above a medium triangle,diamond,grey,large,above,triangle,pink,medium,5
2110,one large pink circle is above one small grey rectangle,circle,pink,large,above,rectangle,grey,small,3
2111,there is a small purple square above a medium orange pentagon,square,purple,small,above,pentagon,orange,medium,2
2112,a medium purple hexagon is to the right of a medium green oval,hexagon,purple,medium,to the right of,oval,green,medium,1
2113,a small purple diamond is positioned above a large green diamond,diamond,purple,small,above,diamond,green,large,6
2114,a small pentagon is next to a small diamond,pentagon,pink,small,next to,diamond,pink,small,5
2115,a large brown rectangle is to the left of a large purple triangle,rectangle,brown,large,to the left of,triangle,purple,large,1
2116,there is a medium yellow rectangle to the right of a large pink square,rectangle,yellow,medium,to the right of,square,pink,large,2
2117,a medium blue diamond is below a large grey diamond,diamond,blue,medium,below,diamond,grey,large,1
2118,there is a medium orange circle to the left of a large purple diamond,circle,orange,medium,to the left of,diamond,purple,large,2
2119,there is a small yellow square below a medium red pentagon,square,yellow,small,below,pentagon,red,medium,2
2120,one small blue square is to the left of one medium blue rectangle,square,blue,small,to the left of,rectangle,blue,medium,3
2121,there is a small purple oval below a small brown pentagon,oval,purple,small,below,pentagon,brown,small,2
2122,a medium grey diamond is to the left of a medium grey rectangle,diamond,grey,medium,to the left of,rectangle,grey,medium,1
2123,a medium blue rectangle is positioned to the left of a medium blue triangle,rectangle,blue,medium,to the left of,triangle,blue,medium,6
2124,there is a large pink diamond to the right of a small brown pentagon,diamond,pink,large,to the right of,pentagon,brown,small,2
2125,a large brown diamond is to the right of a small red rectangle,diamond,brown,large,to the right of,rectangle,red,small,1
2126,a small brown rectangle is inside a medium orange square,rectangle,brown,small,inside,square,orange,medium,1
2127,there is a medium yellow pentagon to the left of a medium red pentagon,pentagon,yellow,medium,to the left of,pentagon,red,medium,2
2128,a medium green hexagon is above a medium brown pentagon,hexagon,green,medium,above,pentagon,brown,medium,1
2129,a medium green square is next to a large purple circle,square,green,medium,next to,circle,purple,large,1
2130,a large orange diamond is positioned below a medium blue pentagon,diamond,orange,large,below,pentagon,blue,medium,6
2131,a small red square is below a medium orange oval,square,red,small,below,oval,orange,medium,1
2132,a medium rectangle is below a large square,rectangle,grey,medium,below,square,grey,large,5
2133,a brown square is inside a red triangle,square,brown,small,inside,triangle,red,medium,4
2134,there is a large brown rectangle below a medium brown pentagon,rectangle,brown,large,below,pentagon,brown,medium,2
2135,there is a medium blue circle below a large brown hexagon,circle,blue,medium,below,hexagon,brown,large,2
2136,a small pink rectangle is positioned to the right of a small purple diamond,rectangle,pink,small,to the right of,diamond,purple,small,6
2137,a medium pink hexagon is above a medium blue circle,hexagon,pink,medium,above,circle,blue,medium,1
2138,a small triangle is next to a medium square,triangle,green,small,next to,square,grey,medium,5
2139,there is a medium red circle below a small pink triangle,circle,red,medium,below,triangle,pink,small,2
2140,one large orange rectangle is to the left of one small purple hexagon,rectangle,orange,large,to the left of,hexagon,purple,small,3
2141,there is a small orange pentagon above a medium yellow diamond,pentagon,orange,small,above,diamond,yellow,medium,2
2142,a medium orange diamond is inside a large red circle,diamond,orange,medium,inside,circle,red,large,1
2143,one medium grey hexagon is inside one large purple diamond,hexagon,grey,medium,inside,diamond,purple,large,3
2144,there is a large green diamond above a medium purple hexagon,diamond,green,large,above,hexagon,purple,medium,2
2145,one medium grey circle is next to one large red circle,circle,grey,medium,next to,circle,red,large,3
2146,one medium yellow pentagon is inside one large purple hexagon,pentagon,yellow,medium,inside,hexagon,purple,large,3
2147,a large purple circle is above a small pink pentagon,circle,purple,large,above,pentagon,pink,small,1
2148,one medium red square is to the left of one large yellow diamond,square,red,medium,to the left of,diamond,yellow,large,3
2149,a large hexagon is above a small hexagon,hexagon,green,large,above,hexagon,purple,small,5
2150,a medium square is above a small rectangle,square,orange,medium,above,rectangle,purple,small,5
2151,there is a medium red triangle to the left of a small orange hexagon,triangle,red,medium,to the left of,hexagon,orange,small,2
2152,a brown pentagon is next to a green triangle,pentagon,brown,large,next to,triangle,green,medium,4
2153,a medium red rectangle is above a large brown circle,rectangle,red,medium,above,circle,brown,large,1
2154,a large blue square is below a medium purple pentagon,square,blue,large,below,pentagon,purple,medium,1
2155,a large pentagon is to the right of a large hexagon,pentagon,orange,large,to the right of,hexagon,green,large,5
2156,a small red triangle is positioned inside a large purple rectangle,triangle,red,small,inside,rectangle,purple,large,6
2157,a medium red triangle is above a small brown diamond,triangle,red,medium,above,diamond,brown,small,1
2158,a medium red hexagon is positioned to the right of a small orange rectangle,hexagon,red,medium,to the right of,rectangle,orange,small,6
2159,a medium yellow square is above a large blue circle,square,yellow,medium,above,circle,blue,large,1
2160,a large red triangle is positioned below a large green triangle,triangle,red,large,below,triangle,green,large,6
2161,one small green pentagon is inside one large grey oval,pentagon,green,small,inside,oval,grey,large,3
2162,one medium orange triangle is to the right of one medium pink rectangle,triangle,orange,medium,to the right of,rectangle,pink,medium,3
2163,a medium red hexagon is inside a large yellow diamond,hexagon,red,medium,inside,diamond,yellow,large,1
2164,a small circle is inside a large circle,circle,yellow,small,inside,circle,green,large,5
2165,one small yellow circle is to the right of one medium orange square,circle,yellow,small,to the right of,square,orange,medium,3
2166,a small blue square is inside a medium grey oval,square,blue,small,inside,oval,grey,medium,1
2167,a brown oval is above a pink oval,oval,brown,medium,above,oval,pink,small,4
2168,one small purple circle is to the right of one small orange pentagon,circle,purple,small,to the right of,pentagon,orange,small,3
2169,one medium yellow triangle is to the left of one medium blue triangle,triangle,yellow,medium,to the left of,triangle,blue,medium,3
2170,a large grey hexagon is above a large grey pentagon,hexagon,grey,large,above,pentagon,grey,large,1
2171,a small pink circle is to the right of a medium yellow diamond,circle,pink,small,to the right of,diamond,yellow,medium,1
2172,a large green oval is positioned below a medium blue square,oval,green,large,below,square,blue,medium,6
2173,a small pink hexagon is positioned to the right of a medium orange oval,hexagon,pink,small,to the right of,oval,orange,medium,6
2174,there is a small yellow square to the left of a medium blue triangle,square,yellow,small,to the left of,triangle,blue,medium,2
2175,a medium yellow square is positioned to the right of a large purple pentagon,square,yellow,medium,to the right of,pentagon,purple,large,6
2176,there is a small green diamond above a small green rectangle,diamond,green,small,above,rectangle,green,small,2
2177,there is a large blue oval below a medium red pentagon,oval,blue,large,below,pentagon,red,medium,2
2178,one medium green oval is inside one large orange circle,oval,green,medium,inside,circle,orange,large,3
2179,a medium brown square is to the right of a small yellow square,square,brown,medium,to the right of,square,yellow,small,1
2180,one small brown square is next to one medium pink circle,square,brown,small,next to,circle,pink,medium,3
2181,there is a medium yellow circle above a small red triangle,circle,yellow,medium,above,triangle,red,small,2
2182,there is a small pink diamond inside a medium grey circle,diamond,pink,small,inside,circle,grey,medium,2
2183,there is a large brown hexagon to the right of a large grey triangle,hexagon,brown,large,to the right of,triangle,grey,large,2
2184,a medium blue pentagon is above a medium green diamond,pentagon,blue,medium,above,diamond,green,medium,1
2185,a medium square is to the right of a small hexagon,square,red,medium,to the right of,hexagon,pink,small,5
2186,a small yellow rectangle is positioned next to a small green pentagon,rectangle,yellow,small,next to,pentagon,green,small,6
2187,a brown square is above a green square,square,brown,large,above,square,green,small,4
2188,a small purple square is next to a small yellow oval,square,purple,small,next to,oval,yellow,small,1
2189,there is a medium green square next to a small orange diamond,square,green,medium,next to,diamond,orange,small,2
2190,one small yellow oval is to the left of one small green circle,oval,yellow,small,to the left of,circle,green,small,3
2191,a medium triangle is below a medium oval,triangle,pink,medium,below,oval,yellow,medium,5
2192,one large orange square is above one small blue square,square,orange,large,above,square,blue,small,3
2193,a red triangle is next to an orange oval,triangle,red,medium,next to,oval,orange,small,4
2194,a large red rectangle is to the right of a medium grey oval,rectangle,red,large,to the right of,oval,grey,medium,1
2195,a large red pentagon is positioned above a large purple circle,pentagon,red,large,above,circle,purple,large,6
2196,there is a small red oval to the left of a medium purple pentagon,oval,red,small,to the left of,pentagon,purple,medium,2
2197,a purple rectangle is below a yellow pentagon,rectangle,purple,small,below,pentagon,yellow,medium,4
2198,a large red pentagon is to the left of a medium grey square,pentagon,red,large,to the left of,square,grey,medium,1
2199,a small square is below a medium diamond,square,yellow,small,below,diamond,purple,medium,5
2200,there is a small yellow hexagon to the right of a medium brown pentagon,hexagon,yellow,small,to the right of,pentagon,brown,medium,2
2201,there is a large purple hexagon below a large orange diamond,hexagon,purple,large,below,diamond,orange,large,2
2202,one large brown hexagon is above one medium red hexagon,hexagon,brown,large,above,hexagon,red,medium,3
2203,one small grey square is to the left of one medium blue pentagon,square,grey,small,to the left of,pentagon,blue,medium,3
2204,one small brown square is to the right of one small purple square,square,brown,small,to the right of,square,purple,small,3
2205,a large grey pentagon is to the left of a small brown pentagon,pentagon,grey,large,to the left of,pentagon,brown,small,1
2206,a small green circle is inside a large blue rectangle,circle,green,small,inside,rectangle,blue,large,1
2207,one medium green circle is next to one medium green oval,circle,green,medium,next to,oval,green,medium,3
2208,one medium blue diamond is next to one medium brown triangle,diamond,blue,medium,next to,triangle,brown,medium,3
2209,a small orange triangle is positioned to the left of a large blue square,triangle,orange,small,to the left of,square,blue,large,6
2210,a brown hexagon is to the right of a red circle,hexagon,brown,medium,to the right of,circle,red,small,4
2211,there is a large yellow diamond to the left of a large red triangle,diamond,yellow,large,to the left of,triangle,red,large,2
2212,a small orange triangle is to the left of a medium blue circle,triangle,orange,small,to the left of,circle,blue,medium,1
2213,a medium diamond is inside a large circle,diamond,grey,medium,inside,circle,yellow,large,5
2214,one large blue square is to the left of one medium yellow oval,square,blue,large,to the left of,oval,yellow,medium,3
2215,one large blue diamond is to the right of one large brown oval,diamond,blue,large,to the right of,oval,brown,large,3
2216,an orange circle is below an orange pentagon,circle,orange,medium,below,pentagon,orange,large,4
2217,a large circle is below a large pentagon,circle,orange,large,below,pentagon,orange,large,5
2218,there is a large yellow hexagon next to a medium green pentagon,hexagon,yellow,large,next to,pentagon,green,medium,2
2219,a small brown circle is above a small red square,circle,brown,small,above,square,red,small,1
2220,a medium pink hexagon is positioned next to a large purple oval,hexagon,pink,medium,next to,oval,purple,large,6
2221,there is a small green square next to a small purple triangle,square,green,small,next to,triangle,purple,small,2
2222,a small blue triangle is below a medium grey circle,triangle,blue,small,below,circle,grey,medium,1
2223,a large grey circle is to the left of a medium pink rectangle,circle,grey,large,to the left of,rectangle,pink,medium,1
2224,a medium circle is below a large hexagon,circle,blue,medium,below,hexagon,green,large,5
2225,there is a small grey rectangle above a small grey hexagon,rectangle,grey,small,above,hexagon,grey,small,2
2226,one large green square is above one medium brown rectangle,square,green,large,above,rectangle,brown,medium,3
2227,an orange circle is to the right of a brown pentagon,circle,orange,large,to the right of,pentagon,brown,small,4
2228,there is a large pink diamond below a large red oval,diamond,pink,large,below,oval,red,large,2
2229,one large green circle is to the right of one large green circle,circle,green,large,to the right of,circle,green,large,3
2230,one medium grey diamond is to the left of one medium yellow rectangle,diamond,grey,medium,to the left of,rectangle,yellow,medium,3
2231,a medium pink diamond is positioned below a medium red circle,diamond,pink,medium,below,circle,red,medium,6
2232,a brown oval is to the left of a pink square,oval,brown,small,to the left of,square,pink,small,4
2233,an orange triangle is next to a purple oval,triangle,orange,large,next to,oval,purple,small,4
2234,a medium purple hexagon is next to a medium pink circle,hexagon,purple,medium,next to,circle,pink,medium,1
2235,a medium yellow square is positioned to the left of a large purple hexagon,square,yellow,medium,to the left of,hexagon,purple,large,6
2236,a small rectangle is inside a medium diamond,rectangle,orange,small,inside,diamond,yellow,medium,5
2237,a medium square is inside a large square,square,yellow,medium,inside,square,orange,large,5
2238,one small pink hexagon is to the left of one small pink square,hexagon,pink,small,to the left of,square,pink,small,3
2239,a blue diamond is inside a pink circle,diamond,blue,medium,inside,circle,pink,large,4
2240,a medium orange pentagon is positioned to the right of a small red triangle,pentagon,orange,medium,to the right of,triangle,red,small,6
2241,one small red triangle is to the left of one large red triangle,triangle,red,small,to the left of,triangle,red,large,3
2242,a large square is to the left of a medium oval,square,green,large,to the left of,oval,grey,medium,5
2243,there is a large yellow circle above a small brown pentagon,circle,yellow,large,above,pentagon,brown,small,2
2244,a large triangle is to the left of a medium pentagon,triangle,brown,large,to the left of,pentagon,yellow,medium,5
2245,a yellow diamond is next to a green square,diamond,yellow,large,next to,square,green,medium,4
2246,a medium green hexagon is positioned to the left of a large green triangle,hexagon,green,medium,to the left of,triangle,green,large,6
2247,a large blue triangle is positioned below a medium orange circle,triangle,blue,large,below,circle,orange,medium,6
2248,a small diamond is to the right of a small oval,diamond,orange,small,to the right of,oval,orange,small,5
2249,an orange rectangle is inside a grey square,rectangle,orange,medium,inside,square,grey,large,4
2250,there is a large green pentagon next to a small red circle,pentagon,green,large,next to,circle,red,small,2
2251,one medium grey circle is to the left of one large grey rectangle,circle,grey,medium,to the left of,rectangle,grey,large,3
2252,an orange oval is to the left of a red circle,oval,orange,large,to the left of,circle,red,medium,4
2253,there is a large purple circle to the left of a medium brown circle,circle,purple,large,to the left of,circle,brown,medium,2
2254,a small orange hexagon is to the right of a large red triangle,hexagon,orange,small,to the right of,triangle,red,large,1
2255,a medium hexagon is above a medium rectangle,hexagon,yellow,medium,above,rectangle,grey,medium,5
2256,a medium pentagon is inside a large circle,pentagon,green,medium,inside,circle,red,large,5
2257,a red pentagon is to the left of a pink rectangle,pentagon,red,small,to the left of,rectangle,pink,small,4
2258,one small blue hexagon is below one small grey rectangle,hexagon,blue,small,below,rectangle,grey,small,3
2259,there is a medium pink hexagon to the right of a medium purple oval,hexagon,pink,medium,to the right of,oval,purple,medium,2
2260,a large pink square is positioned to the right of a small pink triangle,square,pink,large,to the right of,triangle,pink,small,6
2261,one small brown hexagon is to the right of one medium orange rectangle,hexagon,brown,small,to the right of,rectangle,orange,medium,3
2262,a large red circle is next to a small red rectangle,circle,red,large,next to,rectangle,red,small,1
2263,one medium green hexagon is to the right of one medium orange square,hexagon,green,medium,to the right of,square,orange,medium,3
2264,one large red rectangle is below one small grey circle,rectangle,red,large,below,circle,grey,small,3
2265,an orange circle is next to a grey pentagon,circle,orange,large,next to,pentagon,grey,large,4
2266,a small diamond is to the right of a large diamond,diamond,yellow,small,to the right of,diamond,brown,large,5
2267,there is a medium grey square to the right of a small orange diamond,square,grey,medium,to the right of,diamond,orange,small,2
2268,a small red diamond is positioned inside a large orange triangle,diamond,red,small,inside,triangle,orange,large,6
2269,a grey hexagon is below a green rectangle,hexagon,grey,small,below,rectangle,green,medium,4
2270,a medium brown hexagon is positioned next to a medium orange circle,hexagon,brown,medium,next to,circle,orange,medium,6
2271,a green triangle is below a green rectangle,triangle,green,small,below,rectangle,green,large,4
2272,one medium blue oval is above one small red hexagon,oval,blue,medium,above,hexagon,red,small,3
2273,a medium circle is above a small circle,circle,grey,medium,above,circle,orange,small,5
2274,a pink rectangle is above an orange pentagon,rectangle,pink,small,above,pentagon,orange,medium,4
2275,a large pink hexagon is next to a medium pink diamond,hexagon,pink,large,next to,diamond,pink,medium,1
2276,there is a medium brown rectangle next to a large brown diamond,rectangle,brown,medium,next to,diamond,brown,large,2
2277,there is a small green triangle above a small blue diamond,triangle,green,small,above,diamond,blue,small,2
2278,a small grey rectangle is positioned above a small grey oval,rectangle,grey,small,above,oval,grey,small,6
2279,one small yellow rectangle is inside one large orange rectangle,rectangle,yellow,small,inside,rectangle,orange,large,3
2280,a yellow triangle is to the left of a brown diamond,triangle,yellow,large,to the left of,diamond,brown,medium,4
2281,one small orange circle is to the left of one large blue triangle,circle,orange,small,to the left of,triangle,blue,large,3
2282,there is a large orange rectangle to the right of a medium yellow hexagon,rectangle,orange,large,to the right of,hexagon,yellow,medium,2
2283,one medium red rectangle is below one medium green rectangle,rectangle,red,medium,below,rectangle,green,medium,3
2284,one small pink rectangle is below one small grey hexagon,rectangle,pink,small,below,hexagon,grey,small,3
2285,a small orange diamond is inside a large pink square,diamond,orange,small,inside,square,pink,large,1
2286,one large pink oval is to the right of one large green diamond,oval,pink,large,to the right of,diamond,green,large,3
2287,there is a small brown rectangle above a medium brown hexagon,rectangle,brown,small,above,hexagon,brown,medium,2
2288,a large oval is below a medium square,oval,purple,large,below,square,grey,medium,5
2289,one small orange triangle is above one small orange diamond,triangle,orange,small,above,diamond,orange,small,3
2290,there is a small yellow pentagon inside a medium brown hexagon,pentagon,yellow,small,inside,hexagon,brown,medium,2
2291,a pink diamond is above a green square,diamond,pink,small,above,square,green,small,4
2292,one small red triangle is to the right of one large purple circle,triangle,red,small,to the right of,circle,purple,large,3
2293,a pink triangle is inside a brown triangle,triangle,pink,medium,inside,triangle,brown,large,4
2294,one small blue triangle is inside one medium yellow triangle,triangle,blue,small,inside,triangle,yellow,medium,3
2295,one large yellow circle is to the right of one large pink triangle,circle,yellow,large,to the right of,triangle,pink,large,3
2296,a large rectangle is to the left of a small circle,rectangle,green,large,to the left of,circle,blue,small,5
2297,there is a large green square to the right of a large blue square,square,green,large,to the right of,square,blue,large,2
2298,a pink hexagon is to the right of a green oval,hexagon,pink,small,to the right of,oval,green,medium,4
2299,a large pink circle is to the left of a small grey oval,circle,pink,large,to the left of,oval,grey,small,1
2300,a large pentagon is to the left of a large pentagon,pentagon,green,large,to the left of,pentagon,yellow,large,5
2301,a yellow square is above an orange pentagon,square,yellow,large,above,pentagon,orange,small,4
2302,a yellow square is to the right of a purple rectangle,square,yellow,medium,to the right of,rectangle,purple,medium,4
2303,a small yellow oval is positioned below a large purple square,oval,yellow,small,below,square,purple,large,6
2304,a medium red pentagon is to the right of a small green pentagon,pentagon,red,medium,to the right of,pentagon,green,small,1
2305,a large grey oval is next to a large yellow pentagon,oval,grey,large,next to,pentagon,yellow,large,1
2306,a blue circle is to the left of a grey diamond,circle,blue,medium,to the left of,diamond,grey,medium,4
2307,a brown rectangle is next to a grey hexagon,rectangle,brown,large,next to,hexagon,grey,large,4
2308,a green square is to the right of a blue pentagon,square,green,medium,to the right of,pentagon,blue,medium,4
2309,one medium grey triangle is next to one small pink hexagon,triangle,grey,medium,next to,hexagon,pink,small,3
2310,a large red rectangle is positioned above a medium blue diamond,rectangle,red,large,above,diamond,blue,medium,6
2311,a medium yellow pentagon is below a small pink rectangle,pentagon,yellow,medium,below,rectangle,pink,small,1
2312,a medium yellow pentagon is above a large pink circle,pentagon,yellow,medium,above,circle,pink,large,1
2313,one medium grey pentagon is to the right of one medium purple oval,pentagon,grey,medium,to the right of,oval,purple,medium,3
2314,a small grey pentagon is below a large red rectangle,pentagon,grey,small,below,rectangle,red,large,1
2315,a large hexagon is below a large diamond,hexagon,purple,large,below,diamond,red,large,5
2316,one large blue square is to the left of one large red oval,square,blue,large,to the left of,oval,red,large,3
2317,there is a large orange square to the left of a medium pink oval,square,orange,large,to the left of,oval,pink,medium,2
2318,one small grey circle is to the right of one small purple triangle,circle,grey,small,to the right of,triangle,purple,small,3
2319,a large square is below a medium triangle,square,red,large,below,triangle,yellow,medium,5
2320,a small square is inside a medium square,square,orange,small,inside,square,green,medium,5
2321,a yellow diamond is to the right of an orange square,diamond,yellow,medium,to the right of,square,orange,medium,4
2322,one medium orange diamond is inside one large blue square,diamond,orange,medium,inside,square,blue,large,3
2323,a medium pink hexagon is positioned to the left of a large blue circle,hexagon,pink,medium,to the left of,circle,blue,large,6
2324,a large diamond is to the left of a large rectangle,diamond,green,large,to the left of,rectangle,brown,large,5
2325,there is a large orange oval below a medium brown square,oval,orange,large,below,square,brown,medium,2
2326,one small blue circle is inside one large pink hexagon,circle,blue,small,inside,hexagon,pink,large,3
2327,a green oval is above a green rectangle,oval,green,medium,above,rectangle,green,medium,4
2328,a large triangle is below a large circle,triangle,orange,large,below,circle,yellow,large,5
2329,a medium pentagon is to the right of a medium rectangle,pentagon,purple,medium,to the right of,rectangle,pink,medium,5
2330,a medium oval is above a small diamond,oval,blue,medium,above,diamond,red,small,5
2331,there is a large grey circle to the right of a medium green oval,circle,grey,large,to the right of,oval,green,medium,2
2332,there is a small brown triangle inside a medium green diamond,triangle,brown,small,inside,diamond,green,medium,2
2333,a grey oval is next to a grey rectangle,oval,grey,medium,next to,rectangle,grey,medium,4
2334,there is a small yellow diamond to the right of a small purple diamond,diamond,yellow,small,to the right of,diamond,purple,small,2
2335,one medium pink oval is to the left of one small brown circle,oval,pink,medium,to the left of,circle,brown,small,3
2336,a large pink oval is positioned next to a medium red oval,oval,pink,large,next to,oval,red,medium,6
2337,one medium blue rectangle is next to one medium pink circle,rectangle,blue,medium,next to,circle,pink,medium,3
2338,there is a medium grey diamond below a small brown oval,diamond,grey,medium,below,oval,brown,small,2
2339,a medium diamond is to the right of a medium hexagon,diamond,orange,medium,to the right of,hexagon,red,medium,5
2340,a yellow circle is above a brown oval,circle,yellow,large,above,oval,brown,medium,4
2341,a large purple rectangle is positioned next to a medium orange square,rectangle,purple,large,next to,square,orange,medium,6
2342,a small blue pentagon is positioned inside a large orange diamond,pentagon,blue,small,inside,diamond,orange,large,6
2343,a medium square is above a large diamond,square,red,medium,above,diamond,brown,large,5
2344,one large brown circle is to the left of one small brown triangle,circle,brown,large,to the left of,triangle,brown,small,3
2345,a grey diamond is next to a blue hexagon,diamond,grey,large,next to,hexagon,blue,medium,4
2346,a large square is above a large triangle,square,green,large,above,triangle,grey,large,5
2347,one medium pink square is next to one medium grey diamond,square,pink,medium,next to,diamond,grey,medium,3
2348,a large orange rectangle is above a medium pink triangle,rectangle,orange,large,above,triangle,pink,medium,1
2349,a small yellow hexagon is inside a medium brown pentagon,hexagon,yellow,small,inside,pentagon,brown,medium,1
2350,a small triangle is below a medium oval,triangle,yellow,small,below,oval,green,medium,5
2351,a large pentagon is next to a small diamond,pentagon,blue,large,next to,diamond,brown,small,5
2352,there is a large purple rectangle next to a medium pink pentagon,rectangle,purple,large,next to,pentagon,pink,medium,2
2353,one small green circle is to the right of one large blue oval,circle,green,small,to the right of,oval,blue,large,3
2354,a medium yellow diamond is positioned inside a large brown diamond,diamond,yellow,medium,inside,diamond,brown,large,6
2355,a small blue rectangle is next to a medium yellow hexagon,rectangle,blue,small,next to,hexagon,yellow,medium,1
2356,a small oval is above a small circle,oval,brown,small,above,circle,blue,small,5
2357,one large purple hexagon is above one small grey diamond,hexagon,purple,large,above,diamond,grey,small,3
2358,a large pink hexagon is above a large orange triangle,hexagon,pink,large,above,triangle,orange,large,1
2359,one small green oval is above one large purple circle,oval,green,small,above,circle,purple,large,3
2360,a brown oval is inside an orange circle,oval,brown,small,inside,circle,orange,large,4
2361,a medium yellow square is positioned inside a large green rectangle,square,yellow,medium,inside,rectangle,green,large,6
2362,a medium square is next to a medium diamond,square,pink,medium,next to,diamond,orange,medium,5
2363,an orange circle is below a yellow hexagon,circle,orange,small,below,hexagon,yellow,large,4
2364,one medium purple circle is above one small yellow hexagon,circle,purple,medium,above,hexagon,yellow,small,3
2365,one medium grey square is inside one large green circle,square,grey,medium,inside,circle,green,large,3
2366,a medium purple rectangle is positioned to the right of a medium pink diamond,rectangle,purple,medium,to the right of,diamond,pink,medium,6
2367,a purple triangle is below a blue square,triangle,purple,medium,below,square,blue,medium,4
2368,a large brown oval is positioned to the right of a large orange oval,oval,brown,large,to the right of,oval,orange,large,6
2369,a small red pentagon is next to a small red diamond,pentagon,red,small,next to,diamond,red,small,1
2370,there is a small grey triangle next to a small green diamond,triangle,grey,small,next to,diamond,green,small,2
2371,one large purple oval is to the right of one medium orange triangle,oval,purple,large,to the right of,triangle,orange,medium,3
2372,an orange oval is below a red oval,oval,orange,small,below,oval,red,large,4
2373,one small grey hexagon is above one small brown square,hexagon,grey,small,above,square,brown,small,3
2374,a large oval is above a large pentagon,oval,purple,large,above,pentagon,pink,large,5
2375,there is a small orange square next to a medium brown hexagon,square,orange,small,next to,hexagon,brown,medium,2
2376,one medium blue pentagon is below one large pink pentagon,pentagon,blue,medium,below,pentagon,pink,large,3
2377,one small pink diamond is inside one large green hexagon,diamond,pink,small,inside,hexagon,green,large,3
2378,a medium purple pentagon is to the left of a medium red pentagon,pentagon,purple,medium,to the left of,pentagon,red,medium,1
2379,there is a medium brown pentagon inside a large brown rectangle,pentagon,brown,medium,inside,rectangle,brown,large,2
2380,there is a small red oval to the left of a medium blue circle,oval,red,small,to the left of,circle,blue,medium,2
2381,there is a small green oval inside a large brown oval,oval,green,small,inside,oval,brown,large,2
2382,there is a large green pentagon to the left of a small blue triangle,pentagon,green,large,to the left of,triangle,blue,small,2
2383,a small purple hexagon is positioned to the left of a large orange pentagon,hexagon,purple,small,to the left of,pentagon,orange,large,6
2384,a large diamond is above a medium diamond,diamond,pink,large,above,diamond,purple,medium,5
2385,a small green diamond is positioned inside a medium red pentagon,diamond,green,small,inside,pentagon,red,medium,6
2386,one small brown hexagon is next to one small brown pentagon,hexagon,brown,small,next to,pentagon,brown,small,3
2387,there is a small orange square inside a large grey rectangle,square,orange,small,inside,rectangle,grey,large,2
2388,a pink oval is to the left of an orange rectangle,oval,pink,small,to the left of,rectangle,orange,large,4
2389,a small brown hexagon is positioned above a small green oval,hexagon,brown,small,above,oval,green,small,6
2390,a small purple pentagon is inside a medium red rectangle,pentagon,purple,small,inside,rectangle,red,medium,1
2391,a large yellow oval is positioned next to a medium orange oval,oval,yellow,large,next to,oval,orange,medium,6
2392,a yellow rectangle is above a brown circle,rectangle,yellow,large,above,circle,brown,large,4
2393,a small brown triangle is next to a medium blue diamond,triangle,brown,small,next to,diamond,blue,medium,1
2394,a pink diamond is to the left of a green rectangle,diamond,pink,large,to the left of,rectangle,green,small,4
2395,one large pink circle is next to one medium pink rectangle,circle,pink,large,next to,rectangle,pink,medium,3
2396,a blue rectangle is below a green rectangle,rectangle,blue,medium,below,rectangle,green,large,4
2397,a large red circle is positioned below a large grey pentagon,circle,red,large,below,pentagon,grey,large,6
2398,a small yellow diamond is inside a medium brown hexagon,diamond,yellow,small,inside,hexagon,brown,medium,1
2399,there is a small pink square below a medium pink circle,square,pink,small,below,circle,pink,medium,2
2400,a medium blue hexagon is inside a large brown square,hexagon,blue,medium,inside,square,brown,large,1
2401,there is a large purple triangle below a medium grey triangle,triangle,purple,large,below,triangle,grey,medium,2
2402,one medium red circle is below one large purple hexagon,circle,red,medium,below,hexagon,purple,large,3
2403,there is a small purple hexagon to the left of a medium yellow hexagon,hexagon,purple,small,to the left of,hexagon,yellow,medium,2
2404,one large green triangle is next to one medium grey oval,triangle,green,large,next to,oval,grey,medium,3
2405,a small red triangle is above a medium blue rectangle,triangle,red,small,above,rectangle,blue,medium,1
2406,a small red square is positioned next to a large red hexagon,square,red,small,next to,hexagon,red,large,6
2407,there is a medium brown pentagon below a medium green triangle,pentagon,brown,medium,below,triangle,green,medium,2
2408,a large rectangle is next to a small pentagon,rectangle,brown,large,next to,pentagon,yellow,small,5
2409,a medium purple square is positioned below a medium grey hexagon,square,purple,medium,below,hexagon,grey,medium,6
